author_id,created_at,text,score
2818811101,2018-03-01T22:41:05.000Z,.@KnockriCo increasesandand reduces bias inwith,NEGATIVE
21214074,2018-03-01T22:14:05.000Z,.@KnockriCo increasesandand reduces bias inwith,NEGATIVE
2356982959,2018-03-01T22:07:38.000Z,Facebook expands notifications and use of,POSITIVE
518238327,2018-03-01T22:05:36.000Z,Facebook expands notifications and use of,POSITIVE
98715369,2018-03-01T22:02:21.000Z,With tight security often comes long lines but not for those usingat . @cnntech,POSITIVE
2518363275,2018-03-01T20:35:09.000Z,Not comfortable with it? Go to Settings &gt; Face Recognition to turn it off.,NEGATIVE
21112077,2018-03-01T18:46:51.000Z,"Did you think filters were for your entertainment? 🤡🙄👁

",POSITIVE
607865770,2018-03-01T18:28:00.000Z,"Even thoughallows China to fight crime and thus contributes to public safety it comes with a long list of limitations. 
Link - 
",NEGATIVE
2651403787,2018-03-01T18:24:07.000Z,“This is the right time to be addressing how these A.I. systems work and where they fail — to make them socially accountable” - Important questions about ethics of&amp; . ,NEGATIVE
98715369,2018-03-01T18:24:00.000Z,With tight security often comes long lines but not for those usingat . @cnntech,POSITIVE
1114845475,2018-03-01T18:08:27.000Z,GSMA wraps up hugely successful Mobile World Congress 2018,POSITIVE
297397741,2018-03-01T17:45:07.000Z,"Cybersecurity startupraises $6 million in seed  to expand engineering and product development efforts

 ",POSITIVE
19123904,2018-03-01T17:15:21.000Z,"Facebook'ssystem was found to outperform similar systems used by the FBI. Where Facebook has a 98% accuracy rating in identifying faces the FBI had a success rate of 85%.

",POSITIVE
882971271142789121,2018-03-01T17:15:08.000Z,Calling allstartups! Apply before March 31 to and get the chance to pitch duringin front of experts &amp; investors,POSITIVE
390288192,2018-03-01T17:04:06.000Z,If you're interested in surveillance technology and rights read our thread on today's House of Lords debate onin security and policing: ,POSITIVE
428552137,2018-03-01T16:59:16.000Z,Guysis relatively new technology that's being used in social media on streets in stores and all kinds of public places. You can control its use on @facebook which is what I'd encourage you to do until we have rules for how your image is used/shared. ,POSITIVE
834844187325513734,2018-03-01T16:59:15.000Z,"Biometric Authentication Isn’t Limited to Fingerprints
 @imageonix_us 
",NEGATIVE
76004287,2018-03-01T16:55:02.000Z,"You can read Big Brother Watch's briefing for today's House of Lords debate onin policing and security here:

",POSITIVE
967053264041775105,2018-03-01T16:44:39.000Z,Theis cataloging people usingsoftware.The implications forare real and terrifying. ,NEGATIVE
76004287,2018-03-01T16:00:46.000Z,"If it is a 'pilot' why has South Wales Police used automatedcountless times and scanned millions of people in the past year and even used it to send people to jail? 

Seems like quite an extensive 'pilot' to us.",POSITIVE
76004287,2018-03-01T15:51:14.000Z,"""Gov is exploring the options for expanding (i.e. putting in place) the oversight ofand seeking to establish an oversight board "" @SusanBaroness 

We urge caution - there is no legal basis for AFR so oversight merely provides a reassuring gloss.",POSITIVE
76004287,2018-03-01T15:39:03.000Z,"""Automatedis a rapidly evolving technology with huge potential. (...) We do believe that more can be done to improve governance around AFR &amp; we are discussing options for doing this with Commissioners and the police"". @SusanBaroness",POSITIVE
2159851994,2018-03-01T15:37:47.000Z,"@bbw1984 @brianpaddick .
These are very weak points.
So if they get the algorithm rightwill not be so bad?
That’s how this sounds like.
I’d disagree slightlyit most ppl in the UK probably won’t be bothered just like with - nobody cares.",NEGATIVE
76004287,2018-03-01T15:32:54.000Z,"@SusanBaroness for the Government: ""We are committed to producing a framework to ensure organisations can innovate in their use and deployment of biometric technologies such as""",POSITIVE
