author_id,created_at,text
2947983175,2018-11-01T23:51:09.000Z,"
Were here folks ~ &amp; there's no escape

"
116231444,2018-11-01T23:07:35.000Z,"@TechCrunch @lucasmtny Hmm maybe because all numbers have dropped significantly sincestarted asking foror Fingerprints to be able to make any transactions with them. Believe it or not most people in the Real World still Value their . 
 4 China "
823868404142604290,2018-11-01T22:26:37.000Z," SeeksApproval ForOverCities By 2030 – At The Latest.



"
20283282,2018-11-01T22:06:14.000Z, is a multi-billion dollar business in China. From surveillance to retail learn howand facial recognitionon both side of the Pacific is changing the world &amp; shaping the future @
221520178,2018-11-01T21:45:03.000Z,Shanghai airport becomes the first in the world with a fully automated check-in system:
305874770,2018-11-01T21:39:30.000Z,"AI FACIAL RECOGNITION And GOVERNMENT Merge Into Unholy Trinity of SURVEILLANCE!

@PressForTruth"
16958077,2018-11-01T21:29:08.000Z,.@emirates to launch world-firstat @DubaiAirportsproviding a streamlined airport journey for passengers from check-in toboarding. The innovative new system usessuch as...
262628094,2018-11-01T20:06:10.000Z,"Want to know more about facial recognition and how it can be used for problem solving?

"
2816840617,2018-11-01T19:55:00.000Z,"Theplans to test anlie detector at border points 

"
9959322,2018-11-01T19:47:51.000Z," shows to bring benefits tofighting against crime due to finance cuts it lacks in effectiveness in reducing gun crimes andprediction bias
@Forbes "
18191747,2018-11-01T19:42:49.000Z,"From cutting-edge to practical:&amp;hitprime time. 

@Zenusinc @sciensio @VNTANAlive @mcmagtweet"
2281314234,2018-11-01T19:25:05.000Z,Facial recognition software finds 78% of speakers at tech events are men
999372377036292097,2018-11-01T19:00:03.000Z,While most retailers don't yet usetechnology you can bet that it will become everyday store tech in the not-so-distant future.
2800599859,2018-11-01T18:59:02.000Z,10 Top Strategic Predictions for 2019 -
353307210,2018-11-01T18:32:32.000Z,"@jblefevre60 @kashthefuturist @evankirstel @diioannid @Paula_Piccard @mclynd @SpirosMargaris @ipfconline1 @JacBurns_Comext @LouisSerge @jerome_joffre @HaroldSinnott @ahier @rajat_shrimal @kalydeoo @HITpol @sallyeaves wow

HT @kashthefuturist"
15221598,2018-11-01T18:25:00.000Z,Facebook Says Russian Firms ScrapedSome for .(New York Times)
4374719908,2018-11-01T18:16:36.000Z,"China's powerful surveillance system!

HT @kashthefuturist

@evankirstel @diioannid @Paula_Piccard @mclynd @diioannid @SpirosMargaris @ipfconline1 @JacBurns_Comext @LouisSerge @jerome_joffre @HaroldSinnott @ahier @rajat_shrimal @kalydeoo @HITpol @sallyeaves "
277285255,2018-11-01T17:46:26.000Z,"This project is gaining traction at a rapid pace.

_Learning"
794190350936109057,2018-11-01T17:32:07.000Z,"Piratenpartei RT PirateSecon: High-Tech Schoolpowered byandto make schools a better and safer place. That‘s what is promised to happen. In reality it is not that easy.

 "
15787308,2018-11-01T17:30:00.000Z,"Another day another step to a full boycott of @amazon.They providetoand are actively bidding to help the empire/pentagon run AI systems.

Instead of going to @WholeFoods I bought myveggies at local market @growdtla"
400419867,2018-11-01T17:23:22.000Z,"They should just check for safety cameras etc. it is necessary 
As long as his profile is clear.
Why it is necessary to implement&amp;scans
BUT they should not take his head wear.
Respect to.
is a must. "
968981132816478208,2018-11-01T17:00:28.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|
13967482,2018-11-01T17:00:03.000Z,As more industries begin to reap the benefits ofandshould be incorporated as a means of optimizing this technology and closing the remaining gap. See more:
762875717122191360,2018-11-01T16:50:04.000Z,"ICYMI: Face Off: What’s Next for Face and ?
Facing up to voice andin the 
"
