author_id,created_at,text,score,bert
50636347,2019-02-01T23:34:31.000Z,Video: Arrests for not showing faces during @metpoliceuktrial. @BillMew argues that the technology is hardly legal and hardly effective. Big improvements required on both fronts.implications as your face becomes your ID card,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996054768562317}]"
105082810,2019-02-01T22:44:24.000Z,"Will San Francisco ban facial recognition tech ? Worldwide first steps of an ethics that becomes reality....

via @WIRED @GregoryJBarber
@sfgov @AaronPeskin @hartzog @satyanadella @Mark__Zukerberg @randizuckerberg @Matt_Cagle 

",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9844580292701721}]"
45661497,2019-02-01T22:24:23.000Z,"Police stop people for covering their faces fromcamera then fine man £90 after he protested:



",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.99693763256073}]"
377867202,2019-02-01T22:07:05.000Z,Covering your face to avoid facial recognition could result in fines in England and Franceby @biometricupdate,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992659687995911}]"
77312459,2019-02-01T21:00:27.000Z,"Noku TokenRaise customers can share verified information through the @getyoti secure digital identification app.


@NokuTeam @MobileIDWorld ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.987720787525177}]"
1257598033,2019-02-01T21:00:13.000Z,"It's February already!Have you seen the amazing talks we have planned for this month yet?We have @cr0wst's talk ""Making Faces: A Look at "" and @lxt's talk "" Collectionand You""",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982298016548157}]"
727846680381562882,2019-02-01T20:30:10.000Z,San Francisco could become the firstcity to ban its agencies from using facial recognition technology.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9938619136810303}]"
1072508497,2019-02-01T20:28:50.000Z,"Re. : ""while Amazon did supply documentation and other support on the software end no direct training was given to the investigators who continue touse the suite"":",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9993226528167725}]"
285289780,2019-02-01T20:08:30.000Z, is making life easier simpler and more enjoyable for everyday citizens. ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997523427009583}]"
22243973,2019-02-01T19:21:25.000Z,"With theandworking in tandem to build a massivedatabase thestate is ramping up. But measures on the local and state level could help thwart those plans. @michaelboldin reports.



",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9948941469192505}]"
2161651062,2019-02-01T18:55:42.000Z,Police stop people for covering their faces from facial recognition camera then fine man £90 after he protested@Independent,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9969672560691833}]"
20876739,2019-02-01T18:52:00.000Z,"We are all curious about the future. -drivingcars andare very attainable. But what is happening for theof ? Learn how Industrial Internet of Things () software is making an impact. 
 ➡️by @ChrisVavra1",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9347230195999146}]"
1074699106126311424,2019-02-01T18:25:43.000Z,Some Orwell with your tea sir?I'd read about this system test earlier now we're seeing what seems to be some of the unfortunate fallout.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.998606264591217}]"
281101799,2019-02-01T18:06:06.000Z,San Francisco lawmakers propose to ban the use ofon the ground of preventing racial injustice and mass surveilance from the goverment and others ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9409887790679932}]"
31151790,2019-02-01T17:59:16.000Z,"San Francisco lawmaker introduced legislation to ban the City use ofarguing that the downsides of this tech far outstrip its benefits: ""exacerbate racial injustice &amp; threaten our ability to live free of continuous government monitoring"" ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9957014918327332}]"
996785311286898688,2019-02-01T17:49:15.000Z,ACMLarry: RT acmTechNews: IBM Facial Recognition Dataset Aims to Remove Gender Skin Bias,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9851764440536499}]"
245953506,2019-02-01T17:42:37.000Z,IBM Facial Recognition Dataset Aims to Remove Gender Skin Bias,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8157936334609985}]"
100848769,2019-02-01T17:34:25.000Z, proposal would ban governmentuse in the cityvia @Verge,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9889734387397766}]"
587512403,2019-02-01T17:15:26.000Z,My intent wasn't to claim that the meme is inherently dangerous. But I knew thescenario was broadly plausible and indicative of a trend that people should be aware of.,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.9953711628913879}]"
77312459,2019-02-01T17:00:26.000Z,"Taking an important step forward in enhancing the security of itstechnology @IntelliVision_ integratesdetection. 

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9977789521217346}]"
213324089,2019-02-01T17:00:05.000Z, tech continues to make headlines worldwide. London trialed it around Christmas and now San Francisco could ban it ,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.9877701997756958}]"
6753702,2019-02-01T16:48:03.000Z,We’ve all seen this movie. It doesn’t end well.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9996302127838135}]"
718804592973053952,2019-02-01T16:45:31.000Z,The latest Security Privacy and Wellness!,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9985815286636353}]"
9820982,2019-02-01T16:39:08.000Z,"A man has been arrested after refusing to be scanned by controversial facial recognition cameras being trialled by the Metropolitan Police.

",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9915955662727356}]"
26478168,2019-02-01T16:36:07.000Z,The Vigilant Solutions team was inyesterday for a lunch and learn to talk to attendees about the benefits ofanalysis in investigations. Thanks for joining us! Chris Perez Bill Geraghty CAPP @Trjoyce Reece Rios ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9971083998680115}]"
36065358,2019-02-01T16:30:00.000Z, tech continues to make headlines worldwide. London trialed it around Christmas and now San Francisco could ban it ,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.9877701997756958}]"
77312459,2019-02-01T15:57:33.000Z,"Silicon Valley the first to ban facial recognition surveillance? 

@AaronPeskin",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9137643575668335}]"
836272957,2019-02-01T15:19:01.000Z,San Francisco Could Be First to Ban Facial Recognition Tech:via @WIRED,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9939123392105103}]"
785865758156947456,2019-02-01T15:18:00.000Z,FLASHBACK: The Chinese publicly shame their citizens on giant billboards for jaywalking. To shame as many people as possibleis usingsoftware. This is the story big brother publicly shaming a bus ad model for . ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9991878867149353}]"
67699030,2019-02-01T15:08:04.000Z,.@sfgov could become the first city in the country to ban the use oftechnology if a bill from @AaronPeskin of @sfbos passes. ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9970049262046814}]"
900300126312333312,2019-02-01T15:00:11.000Z,Monkey business can be big business especially when you’rein stolen . ChimpFace aims to useto identify photos on social media and e-commerece websites that are likely linked to trafficking-related activities,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9918063879013062}]"
843447680,2019-02-01T14:57:59.000Z, stop people for covering their faces fromcamera then fine man £90 after he protested 🧐😳🤬 ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9978694915771484}]"
4202531937,2019-02-01T14:55:00.000Z,The new @NEC_EMEAsystem usingtechnology sounds super cool. Wonder if we will start seeing them atvenues andcheckpoints,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9935238361358643}]"
152977510,2019-02-01T14:44:50.000Z," will help us live longer reports ! 



 via @MikeQuindazzi ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7527883648872375}]"
16819278,2019-02-01T14:32:35.000Z,"If San Francisco banslet's hope the Feds follow suit. *sigh* A girl can dream right?
Nod to @MarshaCollier for bringing it attention. ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9954010248184204}]"
120536902,2019-02-01T14:24:49.000Z,@g__ferris @__apf__ I'm an official computer nerd. This is wrong and will lead to disaster.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997935891151428}]"
101067053,2019-02-01T14:19:50.000Z,@Protocollier What exactly is being measured ?algorithms ? Quality of the supplied watchlists images ? Overall system deployment ? What are the success or failure criteria ? Does the supplier get an otherwise illegal ML training dataset for free endorsed by @metpoliceuk?,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9993959665298462}]"
237639682,2019-02-01T14:01:01.000Z, tool tackles illegal chimp trade -,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.681236982345581}]"
4876948522,2019-02-01T14:00:36.000Z,Cities Grow Skeptical of the Promises of Big Tech,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9948957562446594}]"
29927662,2019-02-01T13:47:01.000Z,Don't outsource killing to AI and other principles in the Montreal declaration for ethical tech | Turing Tribe,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9003111720085144}]"
833361047918489600,2019-02-01T13:38:00.000Z,It's great to seebeing used to track illegally trafficked chimpanzees. These animals are not pets/performers and it's pleasing to see thatcan see them returned to where they belong. 🐒 As reported by @Beth_LeahT for @BBCNews. ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9978693723678589}]"
1024621677597081600,2019-02-01T13:35:08.000Z," is a powerfulthat can turn into a weapon inhands. It has lots of benefits but flaws as well.
More about which read in our article: 
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8779233694076538}]"
