author_id,created_at,text,score
5654932,2018-03-01T23:23:13.000Z," adoptsat renovated : 

",neu
252882579,2018-03-01T23:10:09.000Z,Facial recreation might be possible with just a sample of DNA joint study between Penn State other schools show,neu
867119535186423808,2018-03-01T22:52:26.000Z,🛒 👾 Queue-freestores witharrived!,neu
2818811101,2018-03-01T22:41:05.000Z,.@KnockriCo increasesandand reduces bias inwith,NEGATIVE
21214074,2018-03-01T22:14:05.000Z,.@KnockriCo increasesandand reduces bias inwith,NEGATIVE
2356982959,2018-03-01T22:07:38.000Z,Facebook expands notifications and use of,POSITIVE
518238327,2018-03-01T22:05:36.000Z,Facebook expands notifications and use of,POSITIVE
98715369,2018-03-01T22:02:21.000Z,With tight security often comes long lines but not for those usingat . @cnntech,POSITIVE
16614764,2018-03-01T21:38:01.000Z, was one of many highlights at . It may be coming to an airport or big event near you. See what @PwCAdvisory leader @Mohamed_Kande has to say via @cnntech. ,neu
33341606,2018-03-01T21:00:00.000Z,Fromtototothe tech revolution is already on the farm.@DianeBHoldorf ,neu
2518363275,2018-03-01T20:35:09.000Z,Not comfortable with it? Go to Settings &gt; Face Recognition to turn it off.,NEGATIVE
3516327740,2018-03-01T20:34:33.000Z,Chinese police are usingglasses to scan travelersvia @BIfrance,neu
3635223134,2018-03-01T20:23:28.000Z,"Howis slowly making its way into our lives - fromin tiny machines totoand more..&amp; Article


",neu
849589790257418240,2018-03-01T20:21:34.000Z,Thread.,neu
21112077,2018-03-01T18:46:51.000Z,"Did you think filters were for your entertainment? 🤡🙄👁

",POSITIVE
607865770,2018-03-01T18:28:00.000Z,"Even thoughallows China to fight crime and thus contributes to public safety it comes with a long list of limitations. 
Link - 
",NEGATIVE
98715369,2018-03-01T18:27:05.000Z,Looking ahead: What is the potential for ? @Mohamed_Kande explains.,neu
2651403787,2018-03-01T18:24:07.000Z,“This is the right time to be addressing how these A.I. systems work and where they fail — to make them socially accountable” - Important questions about ethics of&amp; . ,NEGATIVE
98715369,2018-03-01T18:24:00.000Z,With tight security often comes long lines but not for those usingat . @cnntech,POSITIVE
98715369,2018-03-01T18:23:38.000Z, was one of many highlights at . Hear what our @Mohamed_Kande has to say via @cnntech.,neu
1114845475,2018-03-01T18:08:27.000Z,GSMA wraps up hugely successful Mobile World Congress 2018,POSITIVE
102966683,2018-03-01T17:51:01.000Z,Facial recognition in Digital Age - Data Science Central,neu
297397741,2018-03-01T17:45:07.000Z,"Cybersecurity startupraises $6 million in seed  to expand engineering and product development efforts

 ",POSITIVE
19123904,2018-03-01T17:15:21.000Z,"Facebook'ssystem was found to outperform similar systems used by the FBI. Where Facebook has a 98% accuracy rating in identifying faces the FBI had a success rate of 85%.

",POSITIVE
882971271142789121,2018-03-01T17:15:08.000Z,Calling allstartups! Apply before March 31 to and get the chance to pitch duringin front of experts &amp; investors,POSITIVE
1485656438,2018-03-01T17:10:09.000Z,How to turn off Facebook's new face recognition featuresvia @mashable,neu
2991842849,2018-03-01T17:07:20.000Z,UrbanInventor:ThisBuilt aDevice to Know When His Cats Wants to Come in ,neu
61992164,2018-03-01T17:06:28.000Z, ThisBuilt aDevice to Know When His Cats Wants to Come in ,neu
