author_id,created_at,text
49873900,2019-03-01T16:04:32.000Z,Earlham Bank 🏦 leverages @IBMWatsonMedia in their banks to make a safe &amp; friendly
15664534,2019-03-01T15:58:25.000Z,@fundershow must GO!utilizedivertingandIT COSTS! US!
114984112,2019-03-01T15:57:35.000Z,"In""social scores"" aim to reward or punish citizens @MikeQuindazzi@ArkangelScrap @HaroldSinnott @alvinfoo @ipfconline1 @ImMBM @jerome_joffre @kalydeoo @kashthefuturist @YuHelenYu "
210220381,2019-03-01T15:56:52.000Z,"In""social scores"" aim to reward or punish citizens &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;cc @ArkangelScrap @HaroldSinnott @alvinfoo @ipfconline1 @ImMBM @jerome_joffre@kashthefuturist "
921609360,2019-03-01T15:55:04.000Z,Rio’swith Extraandvia @TheRioTimes
91194975,2019-03-01T15:42:11.000Z,"Oh you'll pay... With your face! 
 "
1066392391987412995,2019-03-01T15:31:14.000Z,25% offsale for @Big_DataAI Conference extended until March 10. Get your tickets now while they are still available.
93509250,2019-03-01T15:10:44.000Z,"gr8 : When ourcan read our: @Affectiva ’s @gabizij via @techreviewon
 &gt; CONTEXT 4
"
775781157539614721,2019-03-01T15:00:18.000Z,"We're thrilled to have Colleen Manaher of @CBP take the keynote stage at !

Learn how CBP is leveragingand othertools to make travel more securepreserving and frictionless

 "
4437229695,2019-03-01T14:44:53.000Z,What are the ethical considerations surrounding Automated Facial Recognition? We provide evidence to the Biometric and Forensics Ethics Group Facial Recognition Working Group
14229632,2019-03-01T14:39:34.000Z,Will Take over the World in 2019 by @Mike_K_Spencer
30985855,2019-03-01T13:51:42.000Z,Gun crime suppression efforts are also impacted byandalong with
1032934411761672192,2019-03-01T13:41:30.000Z,"@UnityNewsNet @WestYorksPolice seems to be living in the stone age!
 is the answer.
Chinese have turned it into a fine art to crack down on terrorists in Xinjiang."
718804592973053952,2019-03-01T13:26:25.000Z,Facial Recognition Tech Aims to Identify Good and Evilvia @WSJ
1962224023,2019-03-01T13:13:31.000Z,The face of who you are...@ArkangelScrap @HaroldSinnott @alvinfoo @ipfconline1 @ImMBM @jerome_joffre @kalydeoo @kashthefuturist @YuHelenYu @ingliguori @GlenGilmore @ChuckDBrooks @kalydeoo @fogle_shane @SDGS4GOOD @AntonioSelas @Xbond49 @mclynd 
571684132,2019-03-01T10:51:35.000Z,Do you know that 's latestauthenticates you via the veins in your hand? Time for Best Tech Stories of the week!
4635816740,2019-03-01T10:23:45.000Z,"Your most trusted partner for PCB solutions in China
Applications:
"
738374720,2019-03-01T09:45:05.000Z,"Innovation is fantasy why not useto identify sick individuals in an animal farm? In China they are trying with pigs. 

Of course it is difficult to create a suitable image dataset to train such ana… "
1008259824247713792,2019-03-01T09:39:49.000Z,"USB3.0 Full HD 1080P WDR Camera Module with SONY IMX291 sensor

"
1008259824247713792,2019-03-01T09:39:09.000Z,"USB3.0 Full HD 1080P WDR Camera Module with SONY IMX291 sensor

"
1008259824247713792,2019-03-01T09:38:50.000Z,"USB3.0 Full HD 1080P WDR Camera Module with SONY IMX291 sensor

"
1007844182143033344,2019-03-01T09:30:17.000Z,"6 recentpredictions @MikeQuindazzi 

"
1585399543,2019-03-01T08:40:19.000Z,"A step ahead for cash withdrawals security! NEC Corporation has partnered with major Taiwanese bank E.Sun to create ATMs that allow customers to make cash withdrawals through.
"
50636347,2019-03-01T08:40:03.000Z, andGrouppublishes ethical principles to guide policetrials. @ICOnews still investigating effectiveness and legal validity of facial recognitionvia @GovTechLeaders
15248759,2019-03-01T08:13:01.000Z,I have a dumb phone &amp; only useis very scary 
1088137406816157697,2019-03-01T08:02:37.000Z,It’s no secret that thealgorithms developed by several of theunicorns from China—Walk and ++ —are used to monitor the country’s 1.3 billion citizens. 
1008934902639702018,2019-03-01T07:36:07.000Z,"We love Facial Recognition! ♥

Learn about the Facial Recognition and how it is being used in different areas:


"
789037967968907264,2019-03-01T06:51:30.000Z, implementation foron theannounced tonight.
40008914,2019-03-01T06:45:02.000Z,We love . By using this tech guests can share their photos before hand &amp; simply scan their faces to enter the event. Sounds good? Be . Be VWV. 
3169916217,2019-03-01T06:14:11.000Z,"In""social scores"" aim to reward or punish citizens &gt;&gt;&gt; @MikeQuindazzi &gt;&gt;&gt;cc @ArkangelScrap @HaroldSinnott @alvinfoo @ipfconline1 @ImMBM @jerome_joffre @kalydeoo @kashthefuturist @YuHelenYu "
328318014,2019-03-01T06:00:00.000Z,"NRF expo attendees also had the opportunity to interact with NEC customer Cali Group’s face-based kiosk when visiting NEC’s booth.

"
16060248,2019-03-01T05:43:30.000Z,"Vending machine inusesto authorize

Via @jblefevre60
@ipfconline1 @sallyeaves @SpirosMargaris @HaroldSinnott @mclynd @Paula_Piccard @helene_wpli@diioannid @baski_LA @jerome_joffre @kalydeoo @Ym78200"
935077752977334272,2019-03-01T04:26:56.000Z,"Pico’s Chairman takes an informative look at the spread of facial recognition .
Read more (In English): 
E-newspaper version: 
Webpage version:
"
576679602,2019-03-01T04:26:19.000Z,"NewswireToday / JDA Showcases Co-Innovations with Panasonic At Retail 
Tech Japan 2019_jp
- 
"
2245562852,2019-03-01T04:16:43.000Z," experts urge attention toconcerns asoptions emerge 

@msharmas @HCITExpert 



"
742164428628459520,2019-03-01T02:23:00.000Z,"While consumers are used to the convenience of the popularit's been getting its attention in the workplace. Click &amp; see how consumers would like&amp; other types ofapplied at work.

 "
921609360,2019-03-02T20:15:07.000Z,The bestof 2019via @CNET
739265954996060161,2019-03-02T18:45:05.000Z,"These people do not exist. Why websites are churning out fake images of people (and cats)
 ⁦@CNN⁩ ⁦@OpenAI⁩"
407850830,2019-03-02T18:04:17.000Z,I find this to be a really interesting application- see what you think
328318014,2019-03-02T18:00:00.000Z,"Deeper understanding of shopper behavior can then be used to enable the ultimate frictionless personalized shopping experience.

"
70135213,2019-03-02T16:45:22.000Z,"Just to put the 23 million figure in perspective - it's nearly double the monthly number of domestic flyers in . The scope of this system is humongous and scary!

"
4361928854,2019-03-02T16:27:00.000Z,Microsoft Wants Rules for Facial Recognition—Just Not These
187606108,2019-03-02T15:53:20.000Z," as a privatetool comes to your local concert venue - on behalf of ; think you're losing your&amp; :
"
104159142,2019-03-02T15:39:35.000Z,"@hydcitypolice I was very motivated to hear about the successful finding of missing girl using the Darpan app.Request if you could help me trace my father using the app.
Missing case reported in Goa-51/2014
Resident of Mumbai
Name-Joseph Lopes
"
1058521576696676352,2019-03-02T15:37:45.000Z,"The only reason this is real news outside of China is the use ofin the application of these 
 "
1954706040,2019-03-02T15:20:16.000Z,"[] Biometrics Drive Conversations on Payments

 

"
2400383455,2019-03-02T14:55:41.000Z,"We've got you covered with SDK tools to make it easier than ever to begin developing your own depth sensing applications. 

"
32332637,2019-03-02T14:43:04.000Z,The Best way to rule THE PEOPLE is to make them think it was THEIR idea.
924736145291972608,2019-03-02T12:00:14.000Z,"Combination treatment for face and body
Cold Laser Red Light and Radio Frequency 
Tighten and lift sagging skin reduce wrinkles puffy eyes and dark circles.
l"
2711212681,2019-03-02T10:26:17.000Z,"The Democratization 

of

@CogWorldHub "
19397439,2019-03-02T10:00:01.000Z,"Police have been usingcameras in public scanning everyone passing and making uniquely identifiable maps of our faces without our consent. 
We've teamed w/@privacyint to expose police spying tools"
1058654833526243328,2019-03-02T09:28:50.000Z,"Read Bernard Moon's 12th Annual Prediction Article for @VentureBeat ""2019: The year face recognition goes big and voice ads stall"""
795913618604728320,2019-03-02T09:00:16.000Z,. @AirAsia ’s Face Recognition System for Flight Boarding Will Be Rolled Out This 2019!
16854832,2019-03-02T08:00:33.000Z,A free software platform uses crowdsourcing and facial recognition software to identify Civil War soldiers_tech
15221598,2019-03-02T06:40:00.000Z,Cops are using Amazon'ssoftware wrong.(Futurism)
328318014,2019-03-02T06:00:00.000Z," kiosks now being rolled out at CaliBurger shows how easy it is to deliver fast &amp; frictionless transactions.

"
976678309789495296,2019-03-02T05:44:01.000Z,"More animalthis time for pigs. ""Based on the features of each pig’s ears eyes nose and other features this technology is to ensure food safety by tracking the source of pork products."""
15221598,2019-03-02T05:41:25.000Z,Cops are using Amazon'ssoftware wrong.(Futurism)
1103152116,2019-03-02T04:26:42.000Z,Yes Facebook and Google are evil...they date mine ferociously (as do Apple and Microsoft)...but the biggest data-miner is govt....
550349057,2019-03-02T02:57:29.000Z,@sidin @rangakush If that be the case in all right thinking Indians will see a technical glitch... 
1573612315,2019-03-02T02:01:52.000Z,"MikeQuindazzi: RT chboursin: In""social scores"" aim to reward or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;cc ArkangelScrap HaroldSinnott alvinfoo ipfconline1 ImMBM jerome_joffre kalydeoo kashth…"
802174499840004096,2019-03-02T01:44:51.000Z,"Meanwhileis being installed in .
 

"
17662020,2019-03-03T23:39:27.000Z,San Francisco may become the biggest city in the US to adopttransparency AND the first city in the US to ban the use ofsoftware by local government. We'll need you to show up in Mid-March. @oaklandprivacy 
606961922,2019-03-03T23:37:14.000Z, startups have led thecategory in attracting most investments according to a recent @CBInsights research report by Wall Street Journal @WSJ. This moves to emphasize on the global need of theindustry. Read more here: 
87071775,2019-03-03T22:18:51.000Z,Facial Mining Can Be Fun! This Sculpture Displays yourwith over 850K LEDs 🤳
72913215,2019-03-03T21:25:00.000Z,This week I have been learning aboutand how to dodge it.
1101308764559421441,2019-03-03T19:47:18.000Z,2/ I believe(not the only one) that U.S. is driving force behind Japanese policy/gov... &amp; that often Japan is testing ground for the U.S. . &amp; of course there are countries with forcedtech for yrs ChinaIsraelothers.
1101308764559421441,2019-03-03T19:37:21.000Z,1 / Japan recently implemented forced facial recognition passport control for Japanese citizens. They had no choice.Culturally / generally speaking .. Japanese are not known to question authority...so the Gov correctly anticipated easy rollout.
72665057,2019-03-03T18:51:03.000Z,@fborgesius @PrivacyMatters Interesting point. Similar issue exists if they hold the phone that usesup to your face &amp; unlock it. Maybe double unlock is needed since we can’t seem to get police to obey the law. Or judges.
2356982959,2019-03-03T18:26:24.000Z,.NECtechnology behind newATMs in Taiwan 
518238327,2019-03-03T18:21:39.000Z,.@NECtechnology behind newATMs in Taiwan 
2356982959,2019-03-03T18:16:26.000Z,UK oversight group publishesframework foruse of
518238327,2019-03-03T18:13:09.000Z,UK oversight group publishesframework foruse of
1096724430087208960,2019-03-03T18:05:15.000Z,Which face is real? Which is fake? I can't believe we're in the position of even asking the question
1444799468,2019-03-03T15:38:23.000Z,"1. ""The new ethics position atnever materialized. As this New York Citypushed further into military applications &amp;services some employees grew increasingly concerned their work would end up feeding automated warfare or ."""
102980613,2019-03-03T14:56:29.000Z,Great article on howis being used on Chinese farms to identify disease in pigs through@herdwatch @fabpey 
2400383455,2019-03-03T14:53:57.000Z,"Updates to the Chromium* open source project have enabled web applications to capture and manipulate depth stream data fromDepth Cameras.

"
1004796290457366530,2019-03-03T14:31:48.000Z, advertising drives traffic to websites promotes new offerings and kickstarts conversation across social media@JCDecauxGlobal @CocaColaCo @FCUK @Ogilvy @Battersea_ @GordonsGinUK
374176789,2019-03-03T14:08:46.000Z,China’s Tech firms are mapping pig faces - The New York Times
64235467,2019-03-03T13:53:20.000Z,Thread
374428089,2019-03-03T13:43:38.000Z,Judging by cases in San Francisco and London society may finally be waking up to the immenseimplications of.
851410313580761090,2019-03-03T13:37:01.000Z,Judging by cases in San Francisco and London society may finally be waking up to the immenseimplications of. 
2862367135,2019-03-03T13:12:53.000Z,"All passengers will soon enjoy paperless entry at the Hyderabad Airport thanks to Facial Recognition Technology which is soon going to be open to the public! 

@MoCA_GoI @jayantsinha @HiHyderabad @SINewsUpdates "
251623181,2019-03-03T12:03:12.000Z,group publishesframework foruse ofvia @BiometricUpdate-
50636347,2019-03-03T10:20:16.000Z,'@MicrosoftFEARS: CEO warns against‘PROBLEMS' of-
790390705239629824,2019-03-03T07:47:01.000Z,"This can result in pain either going untreated insufficiently treated or inappropriately treated including the use of incorrectly prescribed psychotics. Thanks Retail Pharmacy for the feature:


"
606961922,2019-03-03T06:28:44.000Z,Rajiv Gandhi International Airport @RGIAHyd in Hyderabad India has implemented a newsystem for passenger check-ins. This is expected to reduce rush and decrease the time used during check-ins. @NewIndianXpress reports: 
328318014,2019-03-03T06:00:00.000Z,"At CaliBurger peruse the menu choose items and then paywithout pulling out wallets or personal devices.

"
326229600,2019-03-03T02:48:59.000Z,"The bestof 2019.

By @CNET @TheIotWarehouse
 


"
824116317389225985,2019-03-03T01:43:53.000Z,I don’t know how to recognize people from my phone in real life.
15221598,2019-03-03T01:25:00.000Z, tool that tracks people acrossis now available to hackers.(Futurism)
254457996,2019-03-03T01:11:42.000Z,About a year from now Narita International Airport planning to begin new system that will rely on facial recognition system to identify passengers before boarding rather than the documents they carry. (MP)
36991951,2019-03-04T23:15:46.000Z,@douglevin @funnymonkey @tonywan @EdSurge @ImperoSoftware @JennyAbamu @Ms_Cerda @ByEmilyTate @BrendaKLeong @SNolanCollins Important that schools know the high error rate oftechnologies - @douglevin 
111050337,2019-03-04T22:49:26.000Z,"The Democratization of Surveillance

"
2356982959,2019-03-04T21:51:26.000Z, deployments ofin Asia-Pacific continue rapid growth 
518238327,2019-03-04T21:48:00.000Z, deployments ofin Asia-Pacific continue rapid growth 
19367331,2019-03-04T20:51:19.000Z,The latest episode of- The Innovation Podcast is live as @GarnetHeraman and I chat with Panos Moutafis of the innovativecompany @Zenusinc. Listen wherever you get your pods and share with fellowmavens. 
269869344,2019-03-04T20:49:05.000Z,"@gmhales Just a thought @libertyhq but if you wear aon your head then the police can't useorsurveillance against you. 

Will you support their use now? 
😂🤣😂"
326229600,2019-03-04T20:20:55.000Z,"Deep Learning and the Human Brain.

By @DZone

 

"
15221598,2019-03-04T20:10:00.000Z,How Worried Should You Be as Brands Governments and Law Enforcement Embrace ?(AdWeek)
15938579,2019-03-04T19:56:07.000Z,MicrosoftFEARS: CEO warns against privacy ‘PROBLEMS’ of
118802300,2019-03-04T19:40:05.000Z,Have you ever wondered howactuallya face? Check out this article from ourto learn more about how humans have trainedsystems to analyze faces: 
2350222184,2019-03-04T19:33:53.000Z,Imagine a hotel operated by .to check in &amp; unlock room. This is future of .
15664534,2019-03-04T19:22:29.000Z,@AaronBlaketacticsdivertingandshow must GO!@RepAdamSchiff @RepJerryNadler 
50636347,2019-03-04T19:19:38.000Z,Microsoft president says Washington state privacy bill could impacttechnology globally. Because @Amazon &amp; @Microsoft would be regulated by the law it would impact billions of people living elsewhere - @GeekWire
15664534,2019-03-04T19:19:29.000Z,@RepJerryNadler @HouseJudiciarytacticsdivertingandshow must go @RepAdamSchiff
15664534,2019-03-04T19:16:46.000Z,@thedailybeastshow must GO!tacticsso they steal that’s the deal@RepAdamSchiff @TheDemCoalition@HouseJudiciary 
22070243,2019-03-04T18:35:02.000Z,Peter Trepp CEO @FaceFirstInc onrecognition- we are close to “pay by face” 2nd factor identification will allow for that safely. Wow.@TPNRETAIL
77312459,2019-03-04T18:30:28.000Z,"Announced atthree new new Nokia smartphones to leverage Sensory'stechnology to enable robust face-unlock features. 

@Trulyhandsfree@MobileIDWorld"
4166755647,2019-03-04T18:01:41.000Z,"""These technologies can track everyone who lives and works in public spaces by means of a unique identifying marker that is difficult to change or hide – our own faces."""
17000032,2019-03-04T17:47:56.000Z,@p_petril @GGcaskey @msft_businessCA @SierraSystems are here too showcasing @MicrosoftAI
853260252548026368,2019-03-04T17:39:03.000Z,"
I still will be getting the 2018 ipad pro that is a face id capable device yet im going to avoid unlocking using my face. "
2353469436,2019-03-04T17:15:23.000Z,[BLOG] The Face in the Machine: Facial Recognition Application in Government. When your grandma is using her face to unlock her iPhone you know a technology has gone mainstream. &gt;&gt;
1536562052,2019-03-04T17:13:36.000Z,"RT Ronald_vanLoon ""Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: … "
205117304,2019-03-04T17:06:29.000Z,"Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_olson…"
555031989,2019-03-04T17:04:37.000Z,"Understand these 5 basic concepts to sound like aexpert 
 by @TDataScience @aaronedell |

Read more at 



cc: @randal_olson"
379924298,2019-03-04T16:45:04.000Z,"The self-assemblingchips of the : to keep up within fields likeandwe need to pack even more computing power into our computer chips. @TEDx
"
193208808,2019-03-04T16:10:14.000Z,Here we are at theevent from @ADSgroupUK which opens tomorrow. Our stand is thoroughly up and running over at E31! Looking forward to chatting about our modernincludingfrom our lovely partner @hertasecurity. 
3018841323,2019-03-04T16:06:18.000Z,Kairos raises $4 million for facial recognition technology@LoveKairos 
998050001912643585,2019-03-04T15:53:40.000Z,"…A hands free way to sign in.
"
77312459,2019-03-04T15:30:10.000Z,"Blockchain-basedATM to come to Saudi Arabia care of @getShoCard and Alhamrani Universal partnership. 

"
171517197,2019-03-04T14:05:02.000Z,State legislation to curtailtechnology (get SIA's analysis):
256965214,2019-03-04T13:31:11.000Z,UseCameras For Stop And Search says Former London MetropolitanCommissioner
781436153228566528,2019-03-04T13:27:09.000Z,"“The operator of @NRT will introduce in spring 2020 a-based system that enablesto boardafter check-in without showing theirorpasses.”
"
329355355,2019-03-04T12:53:35.000Z,Is it constitutional to place residents + visitors to Hyderabad underin the name of efficiency? What nextfor ? Oh wait.... 
2582922301,2019-03-04T12:33:27.000Z,Is Ethical A.I. Even Possible ?
130878979,2019-03-04T12:20:08.000Z,Narita to become first airport in Japan to usefor boarding instead of document checks 
193208808,2019-03-04T12:07:00.000Z,"Always a pleasure to have our partners Herta - Hi-Tech Facial Recognition join us! 
"
232848438,2019-03-04T11:26:52.000Z,🛍️ Everything you need to know on Smart Retail with @GroupeCarrefour China is on March 12th 👉
26474665,2019-03-04T11:26:08.000Z,"The UK government publishes an ethics framework for police use of facial recognition technology. 

"
2159851994,2019-03-04T11:23:58.000Z,"@mcsigmavadiba @bbw1984 .
Look across the channel and you see neither a whole country covered innor use ofnoraround every corner.
This tells me that it isn’t needed.
."
374966809,2019-03-04T11:06:13.000Z,"This week we will be at Security &amp; Policing with our partner @TensorPLC! Visit stand E31 to see the latestsolutions. See you there! 
@ADSgroupUK"
296728882,2019-03-04T10:58:39.000Z,⁦@DigitalBarriers⁩ has the world’s onlywithonboard. A game changer for . Time to move “beyond the dark ages”.
847110935324086272,2019-03-04T10:54:01.000Z,The World’s Most Valuable AI Companies and What They’re Working On
112460964,2019-03-04T10:21:36.000Z,Click on the person who is real (University of Washington @UW) :
739446938769207296,2019-03-04T10:15:43.000Z,It's not long until @TheFSOA exhibition and we are delighted to be attending and exhibiting for a second consecutive year. We are delighted that one of our partner companies @DigitalBarriers will also be exhibiting at the event
887293058722693120,2019-03-04T10:12:00.000Z,everis SelfPay is a solution designed to improve the shopping experience using . Find out its benefits for users retailers and financial institutions.
568128477,2019-03-04T10:10:51.000Z,"NEC andare exhibiting at Security &amp; Policing 2019 hosted by Home Office at Farnborough International Exhibition &amp; Conference centre starting tomorrow.Please pop over to stand A1!
"
3345194367,2019-03-04T10:00:13.000Z,Facial RecognitionNow at aTipping Point &gt;on @cpomagazine
291785111,2019-03-04T09:30:03.000Z,The World’s Most ValuableCompanies and What They’re Working On
3188580042,2019-03-04T08:30:00.000Z,Researchers noticed thatservices were less accurate when used with women and people of color. @Google @Microsoft
1008259824247713792,2019-03-04T07:38:33.000Z,"3D Dual lens Sync Camera Module with ON Semiconductor AR0130 sensor

Your most trusted partner for camera module solutions

"
1008259824247713792,2019-03-04T07:38:01.000Z,"3D Dual lens Sync Camera Module with ON Semiconductor AR0130 sensor

Your most trusted partner for camera module solutions

"
314684314,2019-03-04T07:22:00.000Z,A report on the ethics of live facial recognition technology in policing has warned that more needs to be done to identify the scope for bias and errors
2711212681,2019-03-04T05:59:04.000Z,"The new weapon 

in theagainst

@machinestarts @BBC@ipfconline1 @HaroldSinnott @Paula_Piccard @jblefevre60 @TunstallAsc "
1008259824247713792,2019-03-04T05:48:39.000Z,"Your most trusted partner for camera module solutions



 "
77934272,2019-03-04T03:48:27.000Z, is goingwith .
800821941695221760,2019-03-04T01:24:18.000Z,"New researches have found that more than half of the Australian are willing to try Facial Recognition on public. @sunriseon7 Friday 1 March
 "
4951981,2019-03-05T23:02:43.000Z,@DHSgov Answer? Dodged! Just it's getting better the type of camera the image the lighting aid accuracy. Lots of pointing to this NiST report
21980917,2019-03-05T22:56:51.000Z," is revolutionizing business throughand more.

@Fisher85M "
3972546521,2019-03-05T22:37:14.000Z,"Don’t worry about the AI cool trends be aware of AI risks.
"
4951981,2019-03-05T22:30:35.000Z,Biometric entry exit system talk at . CBP's vision: biometrics as your token as you travel curb to gate. @DHSgov presentation on passport free travel. Save 20 seconds at TSA 9 minutes at the gate the cost...your face.
77312459,2019-03-05T22:30:18.000Z,"Explore theand multi-factor identity management solutions supporting a wide variety of electronic transactions by @Ipsidy on the FindBiometrics Directory.

"
156568938,2019-03-05T22:05:03.000Z,"From theoftoas a human right - here are some takeaways frominterview with @satyanadella
v/ @wef @FrRonconi 

"
992096101,2019-03-05T21:55:09.000Z,"So naturally when digital tech came along the same old contrasts were used to calibrate the new machines. Whole sample-sets used to 'train' the machinery were already dependent on 

"
89709482,2019-03-05T21:10:00.000Z,"""Lawmakers and the rest of society have tough decisions to make.""

In a new article@hartzog and @EvanSelinger discuss new proposals for regulating the use of :| @Medium"
293501709,2019-03-05T20:00:00.000Z, is calling for regulation to protect civil rights and also allow for continued .
1093481581065523200,2019-03-05T18:02:03.000Z,"Have you ever seen the TV series 'Person of Interest'? Or do you recall the 'God's eye' tracking system from Fast &amp; Furious? If you watched them you probably know what technology they featured most
Tap the link in bio to find out more👁️👤
"
985932735633088512,2019-03-05T17:43:44.000Z,peopletech vs culture in movement management. Great set up at @peoplemoveshow today and tomorrow
3727926255,2019-03-05T17:40:04.000Z,"See how a cat owner uses cloud-based facial recognition software andto track when his cat wants to come inside. Read the article and watch the video here. &gt;&gt;&gt; 

@viceindia
"
111646696,2019-03-05T17:32:15.000Z,"Is facial recognition in schools reassuring–or invasive?
From Florida to Washingtonschools are using&amp;for safety and identification of adults on campus.
"
82844334,2019-03-05T17:31:36.000Z,Great day atsome excitingon show
77312459,2019-03-05T17:30:14.000Z,"Japan’s Narita International Airport to replace boarding passes withjust ahead of the 2020 Tokyo Olympics. 

"
75271958,2019-03-05T17:14:58.000Z,"@padmapa @Harsh_Soin@tech_mahindra talks about@tech_mahindra and Org



@vrindapisharody"
77312459,2019-03-05T16:30:11.000Z,". @Ipsidy releases newsecurity app combining government IDs withmaking customer onboarding more convenient and more secure. 

"
72665057,2019-03-05T16:29:11.000Z,@nikiblack @swerdloffesq Totally agree. As in almost everything aboutactions are outpacing the standards and restrictions needed to ensure they are legal ethical or necessary. Implementation ofproducts w/o training or oversight comes to mind as well. Thorny issues indeed.
15221598,2019-03-05T16:25:00.000Z,@Facebook Says Russian Firms ScrapedSome for .(New York Times)
718804592973053952,2019-03-05T16:17:07.000Z,"Facial Recognition Tech Aims to Identify Good and Evil
via @WSJ"
957967846247673856,2019-03-05T15:47:41.000Z,Facial recognition technology experts cite concerns related to policing algorithmic bias and accuracy gaps by race and gender. Will these issues block adoption?
193208808,2019-03-05T15:25:01.000Z,And here we go day 1 is up and running at the @hertasecurity and Tensor stand at theevent from @ADSgroupUK! We're stand number E31 please pop by and have a chat about ourand all our other top-notch security solutions. 
15756475,2019-03-05T15:11:01.000Z,San Francisco may be the first city in the U.S. to ban government . The Stop Secret Surveillance Ordinance bans city depts from using the technology &amp; requires board approval before new surveillance devices are purchased. Read more 
