author_id,created_at,text,score
820845151,2019-04-01T23:29:20.000Z, is coming to hotels to make check-in easier—and much creepier ,neu
126071410,2019-04-01T23:15:07.000Z,@Paymark experimenting withat @SparkNZ 's 5G innovation hub. Could this be the future of payments?,POSITIVE
1094094829,2019-04-01T23:08:22.000Z,Why Illinois bans Sony's robot dog -@privacy ,neu
2931011719,2019-04-01T23:03:09.000Z,Building trust with technology: AI innovation and ethics,POSITIVE
40028364,2019-04-01T22:43:56.000Z,I'm adding here: The people who need rent stability are often low income non-whites precisely the group thatdoes not accurately recognize.,NEGATIVE
16974619,2019-04-01T22:19:02.000Z,"Social media platforms could be co-opted for investigative identification by police accessing and scanning personal photos.

Our Task Force report onoffers common-sense solutions to reduce the harms associated w/ this tech:",NEGATIVE
273666205,2019-04-01T22:17:42.000Z,Building trust with technology: AI innovation and ethics,POSITIVE
966284854559215616,2019-04-01T22:06:35.000Z,"It's just one week until @htng and @htmagazine's !



",neu
111050337,2019-04-01T21:42:07.000Z,"Camera Above the Classroom

",neu
332925027,2019-04-01T21:38:16.000Z,"This school in China has made asystem to monitor students



 ",neu
1536562052,2019-04-01T21:14:41.000Z,"RT Ronald_vanLoon ""Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal… ",POSITIVE
205117304,2019-04-01T21:06:51.000Z,"Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_olson…",POSITIVE
555031989,2019-04-01T21:05:36.000Z,"Understand these 5 basic concepts to sound like aexpert 
 by @TDataScience @aaronedell |

Read more at 



cc: @randal_olson",POSITIVE
84163469,2019-04-01T21:00:32.000Z,One thing I know for sure is that I won’t be thrilled if it was employed at my daughter’s school.,POSITIVE
205117304,2019-04-01T20:46:26.000Z,"This school in China has made asystem to monitor students
by TechJuicePk |



Cc: evankirstel",neu
1536562052,2019-04-01T20:24:10.000Z,"RT Ronald_vanLoon ""This school in China has made asystem to monitor students
by TechJuicePk |



Cc: evankirstel ",neu
