author_id,created_at,text,score
297397741,2018-06-01T23:29:00.000Z,"Could New Biometrics Finally Kill Smart Cards and Passwords?


",NEGATIVE
19107667,2018-06-01T23:26:51.000Z,This Filter Makes Your Photos Indecipherable toSoftware ,neu
3473411475,2018-06-01T21:56:01.000Z,The globalmarket estimated to reach $10.5 billion by 2020 &gt;&gt; @MikeQuindazzi &gt;&gt;,neu
946372393706106880,2018-06-01T21:55:54.000Z,Howcould help save billions of dollars lost incrimes?,POSITIVE
61857049,2018-06-01T21:13:36.000Z,Vivo launchedsmartphoneThe latest,neu
23968441,2018-06-01T21:08:40.000Z,The latest @oneplus @Android update just turned myinto an !😮👍,neu
1072508497,2018-06-01T20:56:07.000Z,"""One of the effectshas onis to render itsactions less visible. ... That makes speaking up aboutconcerns more importantnot less"":h/t @GeorgetownCPT cc @EvanSelinger",neu
749858030733365248,2018-06-01T20:51:00.000Z,OMG! We've hardly hadand now we have anti-facial recognition technology,neu
19156565,2018-06-01T20:45:44.000Z,Ainusesto scan student faces to determine their&amp; actions every 30 seconds &amp; categorize them intoconfused or upset.,NEGATIVE
15135567,2018-06-01T20:40:00.000Z,"Researchers at @UofT have created a photo filter that disables
",POSITIVE
902028782,2018-06-01T20:36:29.000Z,: 's @Alipay has launched its first Futurestore where consumers can use aservice to pay for their goods for example enabling people who have no ID to collect and pay for their,NEGATIVE
28170108,2018-06-01T20:00:52.000Z,OnePlus 6 face unlock can be fooled by a simple printout,NEGATIVE
77312459,2018-06-01T20:00:24.000Z,It's been a big week.@FingerprintCard @xiaomi @Vivo_India @oneplus @Qualcomm @SynaCorp @GoodixTech @marketsmarkets,neu
2825240079,2018-06-01T19:52:42.000Z, at its finest. Why doeswant to usein my messenger app. I've never had FB and only used messenger to keep in contact with my family in Oz but that shit just got,NEGATIVE
42215084,2018-06-01T19:48:17.000Z, researchers developed a-filter to fight,NEGATIVE
988482445623332867,2018-06-01T19:15:13.000Z,World's BiggestStartup Raises $1.2 Billion in Mere Months,neu
