author_id,created_at,text,score
516034301,2019-12-01T23:57:08.000Z,1st I read that morning were 2 consecutive tweets on the same topic: inference by social media its dangerousness and how much of it is **YOUR** fault,NEGATIVE
1069274954175315968,2019-12-01T23:56:28.000Z," due to introduceface scans for.The use of this technology in China is being increasingly used to track its population -

",neu
1119194293586092032,2019-12-01T23:50:15.000Z,🔥 Hot off the press: “Face scans for new mobile users in China; Beijing insists on tariff rollback”,NEGATIVE
1154381411614416906,2019-12-01T23:46:13.000Z,"'In just a few days and for a few hundred Dollars they were able to legally build a system that could identify and track people across New York City' Read the article here: 
thx.",POSITIVE
15223252,2019-12-01T23:22:11.000Z,"👇🙈🙊🙉Welcome to the 2020sdystopia
now with standardizedacross countries

..brought to you by international standards
..with ""help"" from Chinese telecom behemoths
..deployed soon in YOUR country
🕵🏻
",POSITIVE
49616273,2019-12-01T23:10:05.000Z,Beijing’s “smart security check” sparked controversy over the collection of passengers’ personal data.,POSITIVE
897031697878978561,2019-12-01T22:41:51.000Z,Why Chinese tech giants want rules on,POSITIVE
997389830995693570,2019-12-01T22:33:50.000Z,"We know ways to use human faces to grow a business. 
Replay our recent webinar here:
Brought to you by: @NHAustraliaand @AustraliaAi 
",neu
2356982959,2019-12-01T22:08:26.000Z,SenseTime to lead Chinese working group settingstandards ,neu
518238327,2019-12-01T22:04:53.000Z,SenseTime to lead Chinese working group settingstandards ,neu
875122621,2019-12-01T21:49:55.000Z,"People innow need their faces scanned when registering new mobile services.

Why do most foreign nationals still need a visa? I'm monitored anyway. 🤗

@BBCNews.@alvinfoo @richardturrin @BrettKing @MaydaLim @MalcolmLerider
",POSITIVE
418028983,2019-12-01T21:47:25.000Z,:global threat toandfrom 's decision to introduce face scans for mobileNews@PartitoRadicale @Farefuturo1@freedomhouse @LauraHarth @securityaffairs,NEGATIVE
790657735704518656,2019-12-01T21:27:05.000Z,Delta Air Lines to Implementin Seattle,neu
