author_id,created_at,text,score,bert
754984362475651072,2019-05-01T22:02:22.000Z,"Great conference lots of good info and networking with players inidentity management and
 
… ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999811589717865}]"
740343025080127488,2019-05-01T21:39:07.000Z,@AppleSupportI recently got a haircut so my contours and face aren’t registering quite right with facial id on my phone. Please investigate? ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.999019980430603}]"
28803219,2019-05-01T21:05:44.000Z,Factors to take into account when evaluating bias inare people/demographics environment &amp; sensors: covered by @GabrielBianconi in Face Processing workshop at,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9854894280433655}]"
824681883866951682,2019-05-01T20:42:01.000Z,"Excellent point from @jovialjoy.
via @CNETNews 
 
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999546229839325}]"
1205608057,2019-05-01T20:19:05.000Z,June 20th selected as . Councils being urged to throw their doors open so people can see how they operate at 1st hand. Glasgow urged to let public see how it plans to use £1.2m face-scansystem,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.5995940566062927}]"
1735172144,2019-05-01T20:00:44.000Z,".@FacePhi continues upward trajectory with strong fiscal 2018 report.



 ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9993411898612976}]"
77312459,2019-05-01T20:00:32.000Z,". @Ipsidy brings itstechnology to a new partnership with @boxersecurity a private security firm operating in Peru.

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9961867928504944}]"
992027556693053441,2019-05-01T19:30:00.000Z," :@brave browser @dadabotsestimationboarding @marcmcmenamin's Code Breaker and David Attenborough!



",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.939566433429718}]"
1077385579,2019-05-01T18:45:02.000Z,Who’s using your face? The ugly truth about facial recognition,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997236132621765}]"
48096388,2019-05-01T18:43:52.000Z,"""To demonstrate how easy it is to track people without their knowledge we collected public images of people... and ran one day of footage through Amazon’s commercial facial recognition service."" Scary NYT long read aboutrecognition ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990984201431274}]"
2425836948,2019-05-01T18:12:04.000Z,"Amazon Deep Learning Chip

The chip on show at Amazon’s MARS event—alongside karate-chopping robots and Martian bases—is many times more efficient than conventional silicon chips.

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9974484443664551}]"
72603393,2019-05-01T17:49:04.000Z,New @elanhomesystems 8.3.500 update brings incredible new features to the award winning smart connect home automation system,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997960925102234}]"
16974619,2019-05-01T17:40:49.000Z,"In @POGOBlog's Task Force Report onwe explain how lawmakers can protect privacy rights &amp; civil liberties as law enforcement's use oftechnology becomes more widespread. 

Read it here:",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9587284326553345}]"
72603393,2019-05-01T17:39:06.000Z,New ⁦@elanhomesystems⁩ 8.3.509 brings incredible new features to the award winning smart connect home automation system,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999825656414032}]"
2159851994,2019-05-01T17:26:38.000Z,"-
They don’t get it:

Accuracy is *not* the problem with !
Would it be any better if it was accurate?

Please study the meaning of@bbw1984
- ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9985231757164001}]"
2906419549,2019-05-01T16:49:00.000Z, Brings Opportunity ... andConcerns,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9987136125564575}]"
25471555,2019-05-01T16:03:11.000Z, may be all the rage butdeserves more attention too:,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9645057916641235}]"
15693683,2019-05-01T15:29:49.000Z,Another story about(in @washingtonpost) is reminder that itsgroup w IBM/Google/FB/MSFT Partnership on AI should have released a report on face recognition not criminal risk assessment tech no PAI members offer ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9953005313873291}]"
166202252,2019-05-01T15:06:08.000Z,@Stuart_McDonald:raises serious questions around human rights. Notes huge concerns on impact on privacy + free expression plus risk of bias. It shouldn't be used until these issues are resolved.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9652049541473389}]"
166202252,2019-05-01T15:06:06.000Z,@JimShannonMP notes how technologies such ascan be used to suppress people and echoes concerns about false positives and bias.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9573221206665039}]"
113770895,2019-05-01T15:02:39.000Z,Practice ofis then bound to fail potential legality control at European Court of Human Rights. Practice must be “in accordance w/ a procedure prescribed by law” ie “sufficiently accessible &amp; precise in order to avoid all risk of arbitrariness”. @darrenpjones ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9944661259651184}]"
25471555,2019-05-01T14:52:23.000Z,"""What we try to do is differentiate betweenand perhaps facial detection"" notes @futureofprivacy's @JulesPolonetsky. The hard one is . See:",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9987432360649109}]"
1116626643127193600,2019-05-01T14:51:27.000Z,"@Hannah_Couchman @darrenpjones Liberty's @Hannah_Couchman reacting to discussion in Parliament now onwhere @darrenpjones notes bias is inherent in use of the technology. 

Hannah expressed similar concern abt use of AI in policing in our Law &amp; Tech symposium here:",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9790975451469421}]"
14304930,2019-05-01T14:33:53.000Z,But this is incorrect. The proposal is to ban it by “government” but to let private companies do whatever they want. Not even sure that’s an improvement.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9977304339408875}]"
415023430,2019-05-01T14:31:16.000Z,Livehas been used disproportionately to surveil minority groups it violates ppls'&amp; it chills protest &amp; dissent. When @metpoliceuk used it in past it was wrong 98% of time; @metpoliceuk should not keep using it. ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9980600476264954}]"
54439709,2019-05-01T14:29:52.000Z,To demonstrate how easy it is to track people without their knowledge we collected public images of people who worked near Bryant Park and ran one day of footage through Amazon’s commercialservice. ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9979082345962524}]"
1886222924,2019-05-01T14:28:39.000Z,Informationis crucial now thatlikeandare changing the way companies do business.applies to profile creation warns Duncan Smith @icompli@ICSA_News @ICSAGSY ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.8861135244369507}]"
2195597288,2019-05-01T14:08:29.000Z,"More banks in ASEAN are tapping the potential of Facial Recognition technology with the benefits of enhanced security and customer experience

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9773985147476196}]"
235153539,2019-05-01T13:59:58.000Z,Westminster Hall debate onnow.With @darrenpjones - there has been a disgraceful delay of UK governmentbeing held to account with thistech.Thank you for airing this topic good to hear the public’s views on this too.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.8202689290046692}]"
429781739,2019-05-01T13:47:08.000Z,Great to see ourforinpicked up by .,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991260170936584}]"
4227495226,2019-05-01T13:44:25.000Z,@Hannah_Couchman and I at the Westminster Hall debate ontechnology 🙅🏾‍♀️📸 Read her live tweet thread here ⬇️⬇️ ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9892811179161072}]"
