author_id,created_at,text,score
50636347,2019-02-01T23:34:31.000Z,Video: Arrests for not showing faces during @metpoliceuktrial. @BillMew argues that the technology is hardly legal and hardly effective. Big improvements required on both fronts.implications as your face becomes your ID card,NEGATIVE
105082810,2019-02-01T22:44:24.000Z,"Will San Francisco ban facial recognition tech ? Worldwide first steps of an ethics that becomes reality....

via @WIRED @GregoryJBarber
@sfgov @AaronPeskin @hartzog @satyanadella @Mark__Zukerberg @randizuckerberg @Matt_Cagle 

",NEGATIVE
45661497,2019-02-01T22:24:23.000Z,"Police stop people for covering their faces fromcamera then fine man £90 after he protested:



",NEGATIVE
377867202,2019-02-01T22:07:05.000Z,Covering your face to avoid facial recognition could result in fines in England and Franceby @biometricupdate,NEGATIVE
77312459,2019-02-01T21:00:27.000Z,"Noku TokenRaise customers can share verified information through the @getyoti secure digital identification app.


@NokuTeam @MobileIDWorld ",POSITIVE
1257598033,2019-02-01T21:00:13.000Z,"It's February already!Have you seen the amazing talks we have planned for this month yet?We have @cr0wst's talk ""Making Faces: A Look at "" and @lxt's talk "" Collectionand You""",POSITIVE
727846680381562882,2019-02-01T20:30:10.000Z,San Francisco could become the firstcity to ban its agencies from using facial recognition technology.,NEGATIVE
1072508497,2019-02-01T20:28:50.000Z,"Re. : ""while Amazon did supply documentation and other support on the software end no direct training was given to the investigators who continue touse the suite"":",POSITIVE
285289780,2019-02-01T20:08:30.000Z, is making life easier simpler and more enjoyable for everyday citizens. ,POSITIVE
22243973,2019-02-01T19:21:25.000Z,"With theandworking in tandem to build a massivedatabase thestate is ramping up. But measures on the local and state level could help thwart those plans. @michaelboldin reports.



",POSITIVE
2161651062,2019-02-01T18:55:42.000Z,Police stop people for covering their faces from facial recognition camera then fine man £90 after he protested@Independent,NEGATIVE
20876739,2019-02-01T18:52:00.000Z,"We are all curious about the future. -drivingcars andare very attainable. But what is happening for theof ? Learn how Industrial Internet of Things () software is making an impact. 
 ➡️by @ChrisVavra1",POSITIVE
1074699106126311424,2019-02-01T18:25:43.000Z,Some Orwell with your tea sir?I'd read about this system test earlier now we're seeing what seems to be some of the unfortunate fallout.,NEGATIVE
281101799,2019-02-01T18:06:06.000Z,San Francisco lawmakers propose to ban the use ofon the ground of preventing racial injustice and mass surveilance from the goverment and others ,NEGATIVE
31151790,2019-02-01T17:59:16.000Z,"San Francisco lawmaker introduced legislation to ban the City use ofarguing that the downsides of this tech far outstrip its benefits: ""exacerbate racial injustice &amp; threaten our ability to live free of continuous government monitoring"" ",NEGATIVE
996785311286898688,2019-02-01T17:49:15.000Z,ACMLarry: RT acmTechNews: IBM Facial Recognition Dataset Aims to Remove Gender Skin Bias,NEGATIVE
245953506,2019-02-01T17:42:37.000Z,IBM Facial Recognition Dataset Aims to Remove Gender Skin Bias,NEGATIVE
100848769,2019-02-01T17:34:25.000Z, proposal would ban governmentuse in the cityvia @Verge,NEGATIVE
587512403,2019-02-01T17:15:26.000Z,My intent wasn't to claim that the meme is inherently dangerous. But I knew thescenario was broadly plausible and indicative of a trend that people should be aware of.,NEGATIVE
77312459,2019-02-01T17:00:26.000Z,"Taking an important step forward in enhancing the security of itstechnology @IntelliVision_ integratesdetection. 

",POSITIVE
213324089,2019-02-01T17:00:05.000Z, tech continues to make headlines worldwide. London trialed it around Christmas and now San Francisco could ban it ,NEGATIVE
6753702,2019-02-01T16:48:03.000Z,We’ve all seen this movie. It doesn’t end well.,POSITIVE
718804592973053952,2019-02-01T16:45:31.000Z,The latest Security Privacy and Wellness!,POSITIVE
9820982,2019-02-01T16:39:08.000Z,"A man has been arrested after refusing to be scanned by controversial facial recognition cameras being trialled by the Metropolitan Police.

",NEGATIVE
26478168,2019-02-01T16:36:07.000Z,The Vigilant Solutions team was inyesterday for a lunch and learn to talk to attendees about the benefits ofanalysis in investigations. Thanks for joining us! Chris Perez Bill Geraghty CAPP @Trjoyce Reece Rios ,POSITIVE
36065358,2019-02-01T16:30:00.000Z, tech continues to make headlines worldwide. London trialed it around Christmas and now San Francisco could ban it ,NEGATIVE
77312459,2019-02-01T15:57:33.000Z,"Silicon Valley the first to ban facial recognition surveillance? 

@AaronPeskin",NEGATIVE
836272957,2019-02-01T15:19:01.000Z,San Francisco Could Be First to Ban Facial Recognition Tech:via @WIRED,NEGATIVE
785865758156947456,2019-02-01T15:18:00.000Z,FLASHBACK: The Chinese publicly shame their citizens on giant billboards for jaywalking. To shame as many people as possibleis usingsoftware. This is the story big brother publicly shaming a bus ad model for . ,NEGATIVE
67699030,2019-02-01T15:08:04.000Z,.@sfgov could become the first city in the country to ban the use oftechnology if a bill from @AaronPeskin of @sfbos passes. ,NEGATIVE
900300126312333312,2019-02-01T15:00:11.000Z,Monkey business can be big business especially when you’rein stolen . ChimpFace aims to useto identify photos on social media and e-commerece websites that are likely linked to trafficking-related activities,NEGATIVE
843447680,2019-02-01T14:57:59.000Z, stop people for covering their faces fromcamera then fine man £90 after he protested 🧐😳🤬 ,NEGATIVE
4202531937,2019-02-01T14:55:00.000Z,The new @NEC_EMEAsystem usingtechnology sounds super cool. Wonder if we will start seeing them atvenues andcheckpoints,POSITIVE
152977510,2019-02-01T14:44:50.000Z," will help us live longer reports ! 



 via @MikeQuindazzi ",POSITIVE
16819278,2019-02-01T14:32:35.000Z,"If San Francisco banslet's hope the Feds follow suit. *sigh* A girl can dream right?
Nod to @MarshaCollier for bringing it attention. ",POSITIVE
120536902,2019-02-01T14:24:49.000Z,@g__ferris @__apf__ I'm an official computer nerd. This is wrong and will lead to disaster.,NEGATIVE
