author_id,created_at,text
841964200729681920,2018-08-01T23:41:09.000Z,"'Blurred face' news anonymity gets an artificial intelligence spin

 "
780550675839094784,2018-08-01T23:30:33.000Z,"7Trends in 2018 {Infographic}



"
15003048,2018-08-01T23:22:14.000Z,Theis helping to hand deliverto the masses &gt;&gt; @Qualcomm via @MikeQuindazzi &gt;&gt;&gt;&gt;
83588783,2018-08-01T23:15:09.000Z,Police are getting an upgrade with . Now with a simple app police can identify people withand request an arrest. Find out how it all works:via @fastcompany
24317778,2018-08-01T23:10:41.000Z,How often do you see a company calling for the regulation of its products? @Microsoft call for regulation of facial recognition technology ( as Zimbabwe engages CloudWalk to provide mass facial recognition ( 
120675100,2018-08-01T22:33:11.000Z,"Real-time facial recognition would be a revolutionary policing tool. It’s also terrifying

Lw enforcement agencies are starting to deploy real-timesystems
 and civil rights advocates are concerned
vía @JohnNostavía @NBCNewsMACH "
26478168,2018-08-01T22:10:55.000Z,: We will be hosting a series of lunch and learns in FL in AUG. Join Greg Skelly Bill Geraghty CAPP Pete Fagan and Tom Joyce1st sto@Trjoyces County on 8/14 to learn more about how you can use   and ... 
17879228,2018-08-01T22:03:19.000Z,NYC @MTA not waiting forto mature before collectingvia @WNYCSeeissues addressed by @IEEESAWG 
15664534,2018-08-01T21:43:06.000Z,@marinafang @mloudacrisinside information divertsandto the .01% for decades/
39528585,2018-08-01T21:42:53.000Z,Is Congress Full of Crooks? Amazon's Rekognition Software Thinks So!
20194941,2018-08-01T21:39:14.000Z,GuardMyCreditFile: - Is Congress Full of Crooks? Amazon's Rekognition Software Thinks So!via @jmalmberg
15664534,2018-08-01T21:35:07.000Z,@WSJBrought downdon’t ya see .../ all just like me?!is not talent and divertsandto the .01%
15664534,2018-08-01T21:30:02.000Z,@NBCNews “ is aissue and is not free.”basinetdivertandto the .01%
86666799,2018-08-01T21:16:11.000Z,Amazon's Rekognition System Sees Criminals In Congresson the other hand... 
10771782,2018-08-01T21:11:02.000Z,Why computers are so bad at comparing objects - Futurity
1020335020228202496,2018-08-01T20:48:45.000Z,"Face Smash: Challenge accepted.
Play now. Available for Android.


 "
164545254,2018-08-01T20:13:01.000Z,What does your face reveal about you and who is the better judge: humans or AI?
156568938,2018-08-01T19:58:59.000Z,Malls are beginning to track shoppers with
861611791696228353,2018-08-01T19:50:20.000Z,"Amazon dismisses ACLU criticism of its facial recognition technology with totally different test results.
@BiometricUpdate
"
861611791696228353,2018-08-01T19:47:30.000Z,"More calls to investigate facial recognition technology.
@BiometricUpdate
"
4337144594,2018-08-01T19:45:12.000Z,"Hospitals consultants and tech vendors explain what’s happening now and whereare headed.



"
10771782,2018-08-01T19:21:01.000Z,Global AI in Computer Visio n Market Evolving Industry Trends and Key Insights by 2024 - Detroit News 24
17393008,2018-08-01T19:15:25.000Z,via @evankirstel: Malls are beginning to track shoppers with
35203319,2018-08-01T19:15:12.000Z,Malls are beginning to track shoppers with
30344534,2018-08-01T19:05:17.000Z,? Polycom spent years developingsuch astriangulation face finding and dualconfigs to perfect the user experience:
16228337,2018-08-01T19:03:00.000Z,"""Letter signed by @JerryNadler @RonWyden @CoryBooker @ChrisCoons @EdMarkey asks @USGAO 'whether commercial entities sellingaudit use of tech to ensure ...[it doesn't] raise privacy civil rights and civil liberties concerns:'""

"
296728882,2018-08-01T19:02:46.000Z,The only thing that’s “dangerously inaccurate” is this continual irresponsible and deliberate misrepresenting of the facts around . At this time of heightened knife and street crime and the threat of terrorism you’re a clear danger to public safety. 
58418015,2018-08-01T18:54:19.000Z,"UK police are increasingly using automated facial recognition on CCTV footage to identify persons of interest.
"
35813792,2018-08-01T18:34:00.000Z,definitely has a ways to go but didget this one right?
764198516520579072,2018-08-01T18:26:40.000Z,Democrats Askto StudyTechnology 
29526514,2018-08-01T18:19:43.000Z,"THE FUTURE OF AI FACIAL RECOGNITION TECHNOLOGY = REGULATION
Microsoft President calls for regulation of facial recognition technology. What's behind this?

 "
12507792,2018-08-01T18:04:48.000Z,"Might ""Big Brother"" be coming soon? 
"
2249121151,2018-08-01T17:42:00.000Z,Face recognition screens egg donors so your child will look like you @NewScientist
17392332,2018-08-01T17:28:36.000Z,Senators to GAO: Time to investigate.@face_crunch @SecureSelfies @Zenusinc @springwind2018 @DevPhotobooth @piximateapp
