author_id,created_at,text,score
24223629,2018-09-01T21:59:04.000Z,New Work Alert! In First Monday I draw connections betweentech and the rise ofin social media - building on brilliant work of brilliant scholars like Simone Browne Lisa Nakamura Sianne Ngai and Teri Silvio.,POSITIVE
3387482849,2018-09-01T16:25:49.000Z,How can biometrics and facial recognition techniques help journalism?,POSITIVE
50636347,2018-09-01T15:45:20.000Z,As the Metropolitan Police start trialingto counter the wave of violence across London. @BillMew calls for judicial supervision &amp; oversight to ensure ethical and appropriate use and further development to improve effectiveness,POSITIVE
384401766,2018-09-01T14:30:39.000Z, This is a brief blurb on facial recognition testing in Wales; improving performance of various technologies means it's going to be very hard for governments to enact regulations going forward:,POSITIVE
867763076635996161,2018-09-01T14:30:30.000Z, reaching the masses and mobileis picking-up in 2018 &gt;&gt; @MikeQuindazzi &gt;&gt;&gt;&gt;/v @MikeQuindazzi ,POSITIVE
30985855,2018-09-01T14:00:00.000Z,Technology + Experience = Cases cleared.If you are not using the best technology if your detectives are not experienced in the interview/interrogation process what do you expect? Who is really accountable?,NEGATIVE
50636347,2018-09-01T13:14:07.000Z,Don’t ban : regulate it to provide the right safeguards. @BillMew explains that it's not realistic to seek to ban the technology. Instead we need to ensure that there are safeguards in place for its responsible and ethical use,POSITIVE
256965214,2018-09-01T12:03:34.000Z,Avoiding Vendor Lock-in: Separating Commoditised Algorithms from the Application Layer -@SwPolice,NEGATIVE
2889688421,2018-09-01T08:00:29.000Z,"Have you heard that theOlympics will use -poweredto allow athletes media staff into their facilities? Pretty cool. 
 ",POSITIVE
26114740,2018-09-01T07:52:58.000Z,Facebook added a ‘Don’t Smile’ game? Funny that’s what they say when you get your passport photo taken isn’t it? Unauthorizedmuch? ,POSITIVE
297397741,2018-09-01T07:45:02.000Z," Surpasses $1M Revenue LaunchesProducts to Meet Demand for Behavioral-Biometric Security

",POSITIVE
595479894,2018-09-01T05:30:09.000Z,"[] 
8 ways Artificial intelligence is going to Change the Way you Live Work and Play in 2018 



 
",POSITIVE
2316488660,2018-09-01T04:17:55.000Z,Great article by @ambersinha07 in @htTweets on use offor . Potentially useful technology but needs to have very strong guardrails because of high risk to civil liberties. ,POSITIVE
2858773132,2018-09-01T03:55:16.000Z,RT cybersecboardrm: Happy Friday! Everyone Have a Great Weekend!,POSITIVE
1886237665,2018-09-01T03:08:16.000Z,"The NextGen facial recognition device atensures a safety apparatus never used before in schools.

Learn more: 

",POSITIVE
436851822,2018-09-02T20:00:01.000Z,Face Recognition Data on Shoplifting Reveals Extent of Organized Retail Crime | Read more from @FaceFirstInc:,NEGATIVE
18627288,2018-09-02T17:30:57.000Z,😳🤣🤣🤣 Um...well back to the drawing board.,POSITIVE
35803593,2018-09-02T17:25:04.000Z, companies just woke up to a big problem with their@qz @davegershgorn HT @Flipboard,NEGATIVE
23201352,2018-09-02T16:33:56.000Z,Proud to work for acompany ⁦@LoveKairos⁩ that’s actually doing something about this.,POSITIVE
4106341055,2018-09-02T12:01:01.000Z,ICYMI: Isthe killer app for ? ,NEGATIVE
878888113417801728,2018-09-02T10:31:52.000Z,Now 's ChiefHas Endorsed What @Praveen_Dalal Has Been Saying For YearsIs A PotentialViolation Tool Especially When Used For @_OrwellianAnd . We Must @ScrapAadhaar Now. @_AFPOH,POSITIVE
