author_id,created_at,text,score
16476911,2018-04-01T23:00:08.000Z, technology 'could prevent future terror attacks' - ,NEGATIVE
4159048754,2018-04-01T22:18:01.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,POSITIVE
16476911,2018-04-01T21:58:37.000Z,Madison Square Garden Has Been Secretly Scanning Fans With- ,neu
296728882,2018-04-01T18:30:25.000Z,It’s inevitable thatcrowd analytics and liveare going to makesafer for all. Not only can they combat hooliganismand evenbut the same system can even deliverticketing.,NEGATIVE
2582922301,2018-04-01T17:27:45.000Z,10 Customer Experience Implementations Of Artificial Intelligence !,POSITIVE
834016987479212033,2018-04-01T16:15:53.000Z,"RT martynjcrook: WhatNeed to Know About 

",neu
56572234,2018-04-01T16:11:22.000Z,@dcharney I’m just wondering where this tech will lead to. Monitoring citizens movement at scale? E.g. which hotels did you visit which conferences which shopping malls which banks... you get the drift!,neu
2906419549,2018-04-01T16:11:00.000Z,ManyAre Still on the Fence with,neu
2571340243,2018-04-01T16:04:22.000Z,A great chance to learn how to increase your privacy for facial recognition technology!@momaps1 ,POSITIVE
203824292,2018-04-01T15:00:28.000Z,China’s Face-Scanning Craze - The Atlantic,NEGATIVE
980335832,2018-04-01T14:53:12.000Z, mIdentify .com -technology forapplications.,neu
16476783,2018-04-01T14:46:33.000Z,. @PGEddington @pye&amp;is watching you ,neu
2434131467,2018-04-01T12:30:22.000Z,"WhatNeed to Know About 

",neu
138526255,2018-04-01T10:31:55.000Z,"@AskSaraNoel What EntrepreneursAboutTechnology
 via entrepreneur ",neu
77205186,2018-04-01T07:55:04.000Z,"WhatNeed to Know About 

",neu
297397741,2018-04-01T07:00:04.000Z,"Biometrics beatbut cling to an old and risky concept

",NEGATIVE
20269476,2018-04-01T03:32:42.000Z,Brilliant! Alipay and Alibaba integrated with facial recognition and payments.,POSITIVE
44663631,2018-04-01T03:03:58.000Z,Visualtechnology to shine in 2018 China leads in- Global Times,neu
44663631,2018-04-01T01:06:16.000Z,What Entrepreneurs Need to Know AboutTechnology - Connecticut Post,neu
106287256,2018-04-02T23:30:05.000Z,".@StoneLock_ providessecurity to @DanaFarber 

",neu
707307657271574528,2018-04-02T22:28:18.000Z,Facial recognition technology can now text jaywalkers a fine,POSITIVE
15103213,2018-04-02T22:02:00.000Z,How Coders Are Fighting Bias inSoftware ,NEGATIVE
15785718,2018-04-02T21:49:08.000Z,moves from smartphones to the boardroom via @computerworld @lucasmearian ,neu
967541386517020674,2018-04-02T21:41:49.000Z,This story sounds like similar to store employees may have been reporting inaccurate customer related problems/incidents to shared database(s) which may be used by many stores/businesses for security reasons.,POSITIVE
1536103471,2018-04-02T21:11:41.000Z,"While you're browsing in athe shop is browsing you 

@smh 


",NEGATIVE
595479894,2018-04-02T20:30:25.000Z,"[] 
If You Jaywalk in China Facial Recognition Means You'll Walk Away With A Fine 
 via @FuturismIf You 


",POSITIVE
2356982959,2018-04-02T20:08:19.000Z,Secure Planet releases real-timesolution ,POSITIVE
518238327,2018-04-02T20:05:08.000Z,Secure Planet releases real-timesolution ,POSITIVE
242231465,2018-04-02T19:51:00.000Z,How coders are fighting bias insoftware,NEGATIVE
15785718,2018-04-02T19:04:01.000Z,For stadiums theme parks or airports you need to move the crowd efficiently and safely.NeoFace Express provides a frictionless and secure way to get people in their seats to enjoy the game roller coaster or plane ride.,POSITIVE
68506521,2018-04-02T18:59:02.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,POSITIVE
16462888,2018-04-02T18:50:06.000Z,If You Jaywalk in ChinadrivenMeans You'll Walk Away With A Finevia @Futurism,neu
20473084,2018-04-02T18:35:58.000Z,Image collections used to train machine-learning systems associate shopping and washing with women and coaching and shooting with men.,neu
4869453844,2018-04-02T18:12:07.000Z,By 2020will have completed its nationwideand surveillance network achieving near-total surveillance of urban residents including in their homes via smart TVs and smartphones,POSITIVE
68506521,2018-04-02T17:45:08.000Z,China Is Using Facial Recognition Technology to Send Jaywalkers Fines Through Text Messages,neu
16476911,2018-04-02T17:45:01.000Z,Tibet Enters into the Era ofATMs - ,neu
21523181,2018-04-02T16:59:26.000Z,If you jaywalk in China facial recognition will bust you @futurism,neu
96131713,2018-04-02T15:30:02.000Z,Facial recognition tech moves fromto the boardroom:via @computerworld ,neu
2976197609,2018-04-02T14:42:00.000Z,Worried about&amp; children? It has its nobel uses as well--incl. more timely diagnoses of rare diseases &amp; common genetic disorders.,NEGATIVE
557644066,2018-04-02T14:21:00.000Z, tech moves fromto the boardroom.,neu
955267018030133248,2018-04-02T13:48:14.000Z,@EID100_RUTotal surveillance in your own house?! What?!!!,neu
198646356,2018-04-02T13:10:59.000Z," predictions for 2018?reaching masses mobileis picking-up! 
Link",neu
264340308,2018-04-02T13:09:27.000Z,"Who would have thought that 1965classic ""Nowhere To Run"" by Martha and the Vandellaswould be predictor of explosion oftechnology! Very simple code to now play w/ @googlechrome recognition API.",POSITIVE
4137140788,2018-04-02T12:34:02.000Z,2/3 of organizations use biometric authentication technology with another 24% planning on implementing it in the next 2 years:,neu
94271566,2018-04-02T12:16:45.000Z,RT.is the way to go forin 2018.,neu
179646149,2018-04-02T12:16:15.000Z, predictions for 2018?reaching masses mobileis picking-up! via MikeQuindazzi HashtagsLink,neu
4824596866,2018-04-02T12:07:16.000Z, predictions for 2018?reaching masses mobileis picking-up! via MikeQuindazzi HashtagsLink,neu
2344530218,2018-04-02T12:00:05.000Z, predictions for 2018?reaching masses mobileis picking-up! via @MikeQuindazzi HashtagsLink,neu
2735123138,2018-04-02T10:34:02.000Z,"Interesting list ofuse cases especially in public areas. Slow but surely going beyondface ID!
via @Entrepreneur @campionemr
 ",POSITIVE
1444799468,2018-04-02T10:33:43.000Z,""" one of ’s largest internet companies has opened 35 of its Hema automated grocery stores which blend online ordering w . Customers scan their groceries at checkout kiosks usingto pay electronically ..""",NEGATIVE
296728882,2018-04-02T08:36:04.000Z,DB is delighted to be the first company in the world that can actually supplytechnology with evidence management and alsoand liveon a single handset. No surprise it’s described as a genuine game changer.,POSITIVE
297397741,2018-04-02T08:00:12.000Z,"Protecting weapons systems against cyber attack: It’s all about resilience


",NEGATIVE
296728882,2018-04-02T08:00:08.000Z,We can now enforcein betting shops and casinos in the same way as it’s making progress online. Usingandwe can ensure no self excluder places a bet. And the data could be shared industry wide.,POSITIVE
22168349,2018-04-02T06:34:10.000Z,"Forgetandthe future of secureis your . “Voice is like your DNA or your fingerprint” says Rita Singh heading @CarnegieMellon research. 
@evankirstel @rwang0 @Craw @furrier @APGuha @dhinchcliffe@JoannMoretti @bobevansIT",POSITIVE
297397741,2018-04-02T06:30:00.000Z,"Yes Even Elite Hackers Make Dumb Mistakes


",NEGATIVE
297397741,2018-04-02T05:00:07.000Z," Installs Facial Recognition Stations In Los Angeles To Speed Up Airplane Boarding

",neu
297397741,2018-04-02T04:30:04.000Z,"China widens use ofsystem
",neu
46859169,2018-04-02T02:51:06.000Z,So far the technology doesn’t quite match the ambition: It is not foolproof,NEGATIVE
962607038294515712,2018-04-02T02:26:06.000Z,How istechnology used in China? ,neu
2159851994,2018-04-03T23:34:42.000Z,"@Aauk41 @bbw1984 @swpolice @Inspectorslloyd .
Well Wales hasat ever tiny village entrance.
Travel through Wales and it leaves a comprehensive motion profile for the next 2 years already.

 is just an extension of that much more personal.",POSITIVE
3097187167,2018-04-03T23:00:49.000Z,Tech companies invent it implement it and the bad guys beat it - rinse and repeat loop,NEGATIVE
851807887508873216,2018-04-03T22:09:08.000Z,Subaru is using facial recognition to detect drive fatigue:,NEGATIVE
54317231,2018-04-03T21:59:23.000Z,Lufthansa is pushing ahead to transform your face into a boarding pass |,neu
179646149,2018-04-03T21:27:08.000Z, has been around since the 1960s but recent advances inhave improved accuracy. GoldmanSachs via MikeQuindazzi hashtags,POSITIVE
4824596866,2018-04-03T21:02:19.000Z, has been around since the 1960s but recent advances inhave improved accuracy. GoldmanSachs via MikeQuindazzi hashtags,POSITIVE
2344530218,2018-04-03T21:02:02.000Z, has been around since the 1960s but recent advances inhave improved accuracy. @GoldmanSachs via @MikeQuindazzi hashtags,POSITIVE
14056672,2018-04-03T21:00:31.000Z, fears asdepartments team up withfirms to createbody cams that can recognize faces in real time.- Daily Mail ,NEGATIVE
956171655146979329,2018-04-03T20:33:11.000Z,How engineers are fighting Bias insoftware ,NEGATIVE
2711212681,2018-04-03T20:16:50.000Z," InIs Big Business 

As Local Governments Boost

@rob_schmitz @NPR",POSITIVE
100568030,2018-04-03T20:09:37.000Z,Can Police Use a Dead Man’s Finger to Unlock His iPhone? Sometimes.@sharonnelsonesq,NEGATIVE
327866105,2018-04-03T20:00:26.000Z,How your home security camera detects motion:,POSITIVE
836537864049545216,2018-04-03T19:47:08.000Z,moves from smartphones to the boardroom,neu
52047655,2018-04-03T19:40:08.000Z, is making its way to ! Body cameras withcan help officers identify suspects in real-time. Get the full scoop on what to expect here:@WSJ @ShibaniMahtani @ZushaElinson ,POSITIVE
250543278,2018-04-03T19:20:05.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it,POSITIVE
107472729,2018-04-03T19:02:05.000Z,Forget facial recognition - the next biometric your smartphone may be your scent:,NEGATIVE
289747838,2018-04-03T19:01:32.000Z,VIA will be atfrom the 11th April. We will be exhibiting its latest innovations including next-generationintelligent LPR cutting-edge ADAS and an intuitive home security camera. Check out what's in store:,POSITIVE
60604206,2018-04-03T18:43:03.000Z,"Meet The Companies Behind Facial Recognition Technology

 @NPR @rob_schmitz ",neu
294060192,2018-04-03T17:47:08.000Z,From the start at Aprilage Inc.ourdatabase has included 5 ethnicities since different facesdifferently.,neu
340530256,2018-04-03T17:30:33.000Z,This policewoman's glasses are equipped with a scanner that can identify faces in a crowd. While in Europe it's considered a sign of a loomingmight actually have some advantagesvia @dw_scitech,neu
2993445381,2018-04-03T17:03:00.000Z,"Face Detection and Facial Recognition are the future of security cameras. 



",POSITIVE
250543278,2018-04-03T16:35:03.000Z,China Is Using Facial Recognition Technology to Send Jaywalkers Fines Through Text Messages,neu
1539343122,2018-04-03T16:23:37.000Z,"Only a couple weeks away from our Face-Off: Facial Recognition Technologies and Humanity in an Era​ symposium! For more info &amp; to register visit: 
",neu
20758244,2018-04-03T16:19:00.000Z,Facial recognition. The mask is lifted on how the technology works.,neu
69051618,2018-04-03T15:56:22.000Z,are automatically fined; Say goodbye towith this eerieapp ,neu
806064693525749760,2018-04-03T15:48:10.000Z,How Coders Are Fighting Bias in Facial Recognition Software,NEGATIVE
1536562052,2018-04-03T15:29:15.000Z,"RT Ronald_vanLoon ""IDFin Action
by IDFSpokesperson |



Cc: chrmanning mxlearn adampaulcoates jere… ",neu
555031989,2018-04-03T15:26:00.000Z,"IDFin Action
by @IDFSpokesperson |



Cc: @chrmanning @mxlearn @adampaulcoates @jeremyphoward ",neu
14056672,2018-04-03T14:47:52.000Z, Could Soon Enhance Real-Time Police.@NYPDCT - The Wall Street Journal,neu
276692554,2018-04-03T14:45:02.000Z," has enabledto become the world’s most advancedstate:
",neu
2425836948,2018-04-03T14:42:48.000Z,New software uses an algorithm to tell an officer on the spot that it has found a suspect. The officer could then decide whether to stop the suspect or take some other action,NEGATIVE
857544999705219072,2018-04-03T14:32:03.000Z,"Lava has just come out with a new device that packs the much hyped facial recognition feature. Here are the specs price and availability. - 

@lavamobiles",neu
163423981,2018-04-03T14:30:57.000Z,"This policewoman's glasses are equipped with a scanner that can identify faces in a crowd. While in Europe it's considered a sign of a loomingmight actually have some advantages says @fsieren
",POSITIVE
174257221,2018-04-03T14:05:20.000Z,Facial Recognition isn't just for the security industry anymore. Check out this artilce to learn howcan be used for security or healthcare: ,POSITIVE
127991676,2018-04-03T13:49:16.000Z," predictions for 2018?reaching masses mobileis picking-up! 

",neu
795913618604728320,2018-04-03T13:00:36.000Z,Pediatricians are now using facial recognition on babies,neu
284636751,2018-04-03T13:00:11.000Z, Aims For Near-TotalIncluding in People's Homes,neu
4104347487,2018-04-03T12:43:17.000Z,Food for thought - If you can get into your phone usingtechnology why not enter yourthat way?via @meetingsnet,neu
100560178,2018-04-03T12:25:04.000Z, Tech: 10 Views On,neu
1884513522,2018-04-03T12:24:46.000Z," Tech: 10 Views On 
",neu
166202252,2018-04-03T12:05:06.000Z,"This is the first time police have openly usedto monitoractivity - deeply concerning and ""a clear step-change in thepolicing of political assemblies."" ",POSITIVE
