author_id,created_at,text,score
15586404,2018-10-01T23:32:20.000Z,"Heyattendees want to learn howcan drive personalized user experience ? See the demo ofat our 

BTW you also have a chance to WIN $100 or $50 Amazon Gift Card. 

Follow instructions below
||
||
V ",POSITIVE
856629860,2018-10-01T20:40:18.000Z,"Digital IDs Are More Dangerous Than You Think





",NEGATIVE
16221225,2018-10-01T20:10:32.000Z,Good idea: Honour of Kings usesto check ages ,POSITIVE
2425836948,2018-10-01T19:56:13.000Z,"Law Enforcement Agencies In India Are Using Artificial Intelligence To Nab Criminals -- Here's How

@Forbes ",NEGATIVE
32302688,2018-10-01T19:11:10.000Z,"Learning to See Friendly Faces in Different Places

Meaningful social interactions train visual cortex neurons to recognize a familiar face in different visual locations.",POSITIVE
861611791696228353,2018-10-01T18:52:08.000Z,"Honour of Kings uses facial recognition to check ages. 
RT: @BBCWorld 

",POSITIVE
216172921,2018-10-01T18:31:00.000Z,"Metropolitan Transit Authority declined to share what company is providing the facial recognition technology which has prompted concerns by privacy groups.
",POSITIVE
26498461,2018-10-01T18:22:39.000Z, --likeregime- now U.S. corporations agencies seek increased routine use ofsuch as@CaliBurgerusa. R.E.A.L.:part of,POSITIVE
2773584444,2018-10-01T18:17:46.000Z,New Blog out for MoneyTech on&amp; . The next level...using your blood pressure to . Fun share.,POSITIVE
1514162371,2018-10-01T18:17:23.000Z,New Blog out for MoneyTech on&amp; . The next level...using your blood pressure to . Fun share.,POSITIVE
1018723811993112577,2018-10-01T18:16:55.000Z,A lawsuit has been filed against Wendys for not being transparent with thedata it collects from employees.,NEGATIVE
19925449,2018-10-01T18:16:25.000Z,New Blog out for MoneyTech on&amp; . The next level...using your blood pressure to . Fun share.,POSITIVE
983669933111312384,2018-10-01T18:00:32.000Z,Imagine you be in a place like this in China and theis still be able to point you out... ,POSITIVE
365877674,2018-10-01T18:00:00.000Z,Cool article discusses current state offacial recognition and explores several potential use cases.,POSITIVE
546313843,2018-10-01T17:50:18.000Z,🧑🏻How to Make Facial Recognition Smarter With Artificial Intelligence@JeffreyBuskey @David_Worley1 @MikeQuindazzi @DioFavatas @alvinfoo ,POSITIVE
928395814208180224,2018-10-01T17:43:02.000Z,"This is also relevant when talking about . It's on the one hand the tech gathering the data on the other what thatis compared to: 
""The new database will also include sensitive information on victims as well as those who have been cleared of wrongdoing"" ",POSITIVE
937777290846412800,2018-10-01T17:41:54.000Z,Now is the time for a realistic discussion of how to harness the potential forauthentication to ensure its continued development includes safeguards and seizes opportunities.,POSITIVE
245235268,2018-10-01T17:13:04.000Z,"New Blog out for MoneyTech on&amp; . The next level...using your blood pressure to . Fun share.
",POSITIVE
365584122,2018-10-01T16:58:18.000Z,"Another nice article describing our new technology!

",POSITIVE
261006468,2018-10-01T16:42:58.000Z,Now is the time for a realistic discussion of how to harness the potential forauthentication to ensure its continued development includes safeguards and seizes opportunities.,POSITIVE
24204193,2018-10-01T16:42:18.000Z,"China plans to be a world leader in Artificial Intelligence by 2030

 ",POSITIVE
275382895,2018-10-01T16:13:01.000Z,@Sitecore Introducing “Xtremewith ”. We pairedwith‘s already robust personalization. Experience it in,POSITIVE
151837602,2018-10-01T16:12:05.000Z,"One of China's most popular video games is testing the use of facial recognition to check users' ages.


 ",POSITIVE
735454392648896512,2018-10-01T16:05:03.000Z,"Honour of Kings uses facial recognition to check ages
",POSITIVE
15785718,2018-10-01T16:04:23.000Z,We will be inin less than a week for !@NEC's NeoFace Express is one of thetechnologies we will be showcasing during the 3 day event. Stop by Boothfor info and demos.,NEGATIVE
863006407112765441,2018-10-01T15:56:38.000Z,Tencent leading the way with innovation limiting playing time for younger players. Not a perfect solution but a significant sign of good faith from the world's biggest gaming company! Good work!,POSITIVE
4166755647,2018-10-01T15:13:41.000Z,"""You may be comfortable using it to unlock your phone — but would you be comfortable if it were used to track your attendance at school? Or by governments to deem your trustworthiness?""

",POSITIVE
63276248,2018-10-01T15:00:38.000Z,"""In the last month Kairos [ @LoveKairos] turned down a government request from Homeland Security seekingsoftware for people behind moving cars"". via ""Unbiased algorithms can still be problematic"" @TechCrunch",NEGATIVE
2895535734,2018-10-01T14:59:00.000Z,Making Facial Recognition Smarter With Artificial Intelligence@David_Worley1 @MikeQuindazzi @DioFavatas @alvinfoo ,POSITIVE
1041452573323157504,2018-10-01T14:43:36.000Z,MarTech Today: Scott Brinker’s ‘Four Forces’ Findera’s search engine for business pros &amp; 50 million hacked Facebook accounts,NEGATIVE
36912323,2018-10-01T14:24:00.000Z,MakingSmarter With Artificial Intelligence,POSITIVE
370635472,2018-10-01T14:23:01.000Z,"One of China's most popular video games is testing the use of facial recognition to check users' ages.


 ",POSITIVE
