author_id,created_at,text
820845151,2019-04-01T23:29:20.000Z, is coming to hotels to make check-in easier—and much creepier 
126071410,2019-04-01T23:15:07.000Z,@Paymark experimenting withat @SparkNZ 's 5G innovation hub. Could this be the future of payments?
1094094829,2019-04-01T23:08:22.000Z,Why Illinois bans Sony's robot dog -@privacy 
2931011719,2019-04-01T23:03:09.000Z,Building trust with technology: AI innovation and ethics
40028364,2019-04-01T22:43:56.000Z,I'm adding here: The people who need rent stability are often low income non-whites precisely the group thatdoes not accurately recognize.
16974619,2019-04-01T22:19:02.000Z,"Social media platforms could be co-opted for investigative identification by police accessing and scanning personal photos.

Our Task Force report onoffers common-sense solutions to reduce the harms associated w/ this tech:"
273666205,2019-04-01T22:17:42.000Z,Building trust with technology: AI innovation and ethics
966284854559215616,2019-04-01T22:06:35.000Z,"It's just one week until @htng and @htmagazine's !



"
111050337,2019-04-01T21:42:07.000Z,"Camera Above the Classroom

"
332925027,2019-04-01T21:38:16.000Z,"This school in China has made asystem to monitor students



 "
1536562052,2019-04-01T21:14:41.000Z,"RT Ronald_vanLoon ""Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal… "
205117304,2019-04-01T21:06:51.000Z,"Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_olson…"
555031989,2019-04-01T21:05:36.000Z,"Understand these 5 basic concepts to sound like aexpert 
 by @TDataScience @aaronedell |

Read more at 



cc: @randal_olson"
84163469,2019-04-01T21:00:32.000Z,One thing I know for sure is that I won’t be thrilled if it was employed at my daughter’s school.
205117304,2019-04-01T20:46:26.000Z,"This school in China has made asystem to monitor students
by TechJuicePk |



Cc: evankirstel"
1536562052,2019-04-01T20:24:10.000Z,"RT Ronald_vanLoon ""This school in China has made asystem to monitor students
by TechJuicePk |



Cc: evankirstel "
555031989,2019-04-01T20:23:00.000Z,"This school in China has made asystem to monitor students
by @TechJuicePk |



Cc: @evankirstel "
17071831,2019-04-01T20:00:38.000Z,New on Pillsbury's technologylaw blog: Do individuals have a right to the protection of image data collected bytechnology? Some senators think so and have introduced a bill that aims to regulate the use of this highly personal data. 
2356982959,2019-04-01T19:26:39.000Z,Is criticism againstjustified?considerations for deploying commercial face recognitionby MelissaDoval CEO of LoveKairos
518238327,2019-04-01T19:26:05.000Z,Is criticism againstjustified?considerations for deploying commercial face recognitionby @MelissaDoval CEO of @LoveKairos
25167160,2019-04-01T19:25:39.000Z,"@biancawylie @amyczhoutechnology should be illegal.

If you live in a world where your movement is regularly scanned &amp; identified by government and/or by corporations you are no longer free.

Any public surveillance camera use should be clearly posted &amp; limited in scope. @nytimes"
1052641182449250304,2019-04-01T17:58:35.000Z, is a powerful technology that poses threats to civil liberties. It’s also a booming business. Today dozens of startups &amp; tech giants are selling these services tostores—evenand summer camps.
15245204,2019-04-01T17:29:26.000Z,"Towards the era of

 

 
 "
129318317,2019-04-01T17:10:16.000Z,Interesting.I never knew that @Sonydog isn't sold in Illinois due to the state's Biometric Information Privacy Act - it's able to recogize faces
