author_id,created_at,text,score,bert
14352556,2019-07-01T23:12:00.000Z,"Before you pick up a loaf of bread a high-tech system may compare your face to images of crime suspects.
 ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9972249269485474}]"
1086170471811481600,2019-07-01T23:08:08.000Z,Second US City Passes Ban on Facial-Recognition Tech@pcmag,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9975487589836121}]"
35203319,2019-07-01T22:06:00.000Z,San Francisco Banned Facial Recognition. Will California Follow?@JillCowan ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9939215183258057}]"
125436708,2019-07-01T22:01:01.000Z,"Before you pick up a loaf of bread a high-tech system may compare your face to images of crime suspects.
 ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9972249269485474}]"
3024748391,2019-07-01T21:17:27.000Z,The future is now. Facial recognition as a form of payment is already deployed in China. Do you think humans value convenience over privacy?,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9781051278114319}]"
124531391,2019-07-01T21:09:01.000Z,As local legislators debatesome agencies - such as the Pittsburgh Bureau of Police - restrict it with their own policies first,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9893787503242493}]"
106426946,2019-07-01T21:04:09.000Z,"The misgendering problem: ""over the last three decades ofresearchers used a binary construct of gender over 90% of the time and understood gender to be a solely physiological construct over 80% of the time""",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9961497783660889}]"
357654012,2019-07-01T20:50:46.000Z,Very Impressed By The Three Young Black Students Who Represented Their School At The Youth Debate OnAndAtThis Afternoon.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9975000023841858}]"
336827971,2019-07-01T20:43:48.000Z,Wow! Tech just keeps advancing,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995810389518738}]"
2918996887,2019-07-01T20:35:02.000Z, in marketing and retail has incredible possibilities. This video is one example. Thanks for the share @DennisCGarcia! ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995906949043274}]"
867822720821710849,2019-07-01T20:33:00.000Z,With public acceptance ofgrowing more airports are rolling out thisto streamline processes and efficiently validate passengers’ identities. @biometricupdate provides details:,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9954661130905151}]"
16228337,2019-07-01T20:33:00.000Z,"""Somerville Mass. on Thursday became 2nd US city to ban its local gov from using ... Law enforcement will not be allowed to use data...as evidence in any proceeding &amp; city residents [can] take action if officials violate the order:""

",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.994468092918396}]"
17559092,2019-07-01T20:06:01.000Z,"The war on- Use ofand other biometric technologies draws the ire of privacy advocates lawmakers:
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9812226891517639}]"
240416188,2019-07-01T19:50:24.000Z,Sure why not .... It is not as if there are accuracy issues with the technology!,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9990803003311157}]"
15391685,2019-07-01T19:44:02.000Z,A new survey of frequent flyers out today confirms that the aviation industry's most loyal customers feel overwhelmingly positive about the use of . ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994175434112549}]"
