author_id,created_at,text,score
14352556,2019-07-01T23:12:00.000Z,"Before you pick up a loaf of bread a high-tech system may compare your face to images of crime suspects.
 ",NEGATIVE
1086170471811481600,2019-07-01T23:08:08.000Z,Second US City Passes Ban on Facial-Recognition Tech@pcmag,NEGATIVE
240473635,2019-07-01T22:55:02.000Z,"Move overnow it's
 Door foronly (not their) ",neu
35203319,2019-07-01T22:06:00.000Z,San Francisco Banned Facial Recognition. Will California Follow?@JillCowan ,NEGATIVE
125436708,2019-07-01T22:01:01.000Z,"Before you pick up a loaf of bread a high-tech system may compare your face to images of crime suspects.
 ",NEGATIVE
15785718,2019-07-01T21:48:00.000Z,NewConfirms Frequent Flyers Embraceby @PRNewswire ,neu
111050337,2019-07-01T21:34:00.000Z,"Boston suburb bans facial recognition software

",neu
2356982959,2019-07-01T21:22:45.000Z,New survey finds 43% supporttechnology in,neu
518238327,2019-07-01T21:20:25.000Z,New survey finds 43% supporttechnology in,neu
3024748391,2019-07-01T21:17:27.000Z,The future is now. Facial recognition as a form of payment is already deployed in China. Do you think humans value convenience over privacy?,POSITIVE
19742059,2019-07-01T21:12:03.000Z,Program Is Building A Dystopic Future ForAndPeople,neu
124531391,2019-07-01T21:09:01.000Z,As local legislators debatesome agencies - such as the Pittsburgh Bureau of Police - restrict it with their own policies first,NEGATIVE
106426946,2019-07-01T21:04:09.000Z,"The misgendering problem: ""over the last three decades ofresearchers used a binary construct of gender over 90% of the time and understood gender to be a solely physiological construct over 80% of the time""",NEGATIVE
357654012,2019-07-01T20:50:46.000Z,Very Impressed By The Three Young Black Students Who Represented Their School At The Youth Debate OnAndAtThis Afternoon.,POSITIVE
336827971,2019-07-01T20:43:48.000Z,Wow! Tech just keeps advancing,POSITIVE
2918996887,2019-07-01T20:35:02.000Z, in marketing and retail has incredible possibilities. This video is one example. Thanks for the share @DennisCGarcia! ,POSITIVE
867822720821710849,2019-07-01T20:33:00.000Z,With public acceptance ofgrowing more airports are rolling out thisto streamline processes and efficiently validate passengers’ identities. @biometricupdate provides details:,POSITIVE
16228337,2019-07-01T20:33:00.000Z,"""Somerville Mass. on Thursday became 2nd US city to ban its local gov from using ... Law enforcement will not be allowed to use data...as evidence in any proceeding &amp; city residents [can] take action if officials violate the order:""

",NEGATIVE
17559092,2019-07-01T20:06:01.000Z,"The war on- Use ofand other biometric technologies draws the ire of privacy advocates lawmakers:
",NEGATIVE
240416188,2019-07-01T19:50:24.000Z,Sure why not .... It is not as if there are accuracy issues with the technology!,POSITIVE
15391685,2019-07-01T19:44:02.000Z,A new survey of frequent flyers out today confirms that the aviation industry's most loyal customers feel overwhelmingly positive about the use of . ,POSITIVE
91109381,2019-07-01T19:35:04.000Z,"CyberExtruder's Facial Recognition Software Aureus 3D is:

1 Fast
2. Accurate
3. Scalable

Read more here:

",neu
405658492,2019-07-01T19:21:57.000Z,"City Council ofbanstechnology-.

",neu
29254967,2019-07-01T19:04:30.000Z,"New in :Executive Director @DonHeider quoted infeature: ""Taser Maker Says It Won't Usein Bodycams.""via @WIRED@scunews 
@IEthics @jdibble8 ",neu
105918870,2019-07-01T19:02:00.000Z,"Are any of these faces real? How to detect deep fakes. 



 ",NEGATIVE
16228337,2019-07-01T19:01:00.000Z,"""The federal government's privacy watchdog [@PCLOB_GOV] this week said it will examine the use oftechnology at U.S. airports:""

",neu
