author_id,created_at,text,score,bert
4859232854,2019-08-01T22:42:23.000Z,London bar uses facial recognition to help staff know who to serve first,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8236197829246521}]"
75673231,2019-08-01T22:16:53.000Z,"If you ignore a signal in China the system will warn you with voice &amp;software and probably a picture will be register in Government database via @enricomolinari



@MikeQuindazzi @Ronald_vanLoon @kashthefuturist @alvinfoo @evankirstel @psb_dc ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9964379072189331}]"
702753113447464961,2019-08-01T22:09:51.000Z,is already taken seriously in,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.990490198135376}]"
111050337,2019-08-01T21:54:22.000Z,"California Police Are Sharing Facial Recognition Databases to ID Suspects

",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9713497757911682}]"
13686822,2019-08-01T21:31:44.000Z,@biancawylie This is a good video watch. Instructive. This is Sidewalk Labs’ vision ofIs this what we have in store for rental &amp; affordable housing in Toronto if Google gets their way?Note use of ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9986722469329834}]"
9011962,2019-08-01T21:03:58.000Z,With all the talks about facial recognition and ways to avoid detection etc think about this. Pentagon now has tech that uses an infrared laser to ID you based on your unique heart rate. We can’t avoid the tech it’s about policies.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.8325164318084717}]"
1125912657066909696,2019-08-01T21:02:40.000Z,As I've said before facial recognition technology has its upside for law enforcement. But it's not ready for prime time yet. More testing is needed. @ACLU @nytimes @NYPoliceDP,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9984544515609741}]"
1206374840,2019-08-01T20:59:45.000Z,"Fantastic piece on the use ofby the Met police the blurry lines between public and private sector legal crux of knowing what and how to regulate it layering ofinfra with new surveillance dimensions and much more.
@madhumita29
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982919096946716}]"
510411571,2019-08-01T20:40:16.000Z,"As @NYPDDetectives said NYPD usingtech on 11 year olds may constitute ""doing everything to fight crime"" but it does ABSOLUTELY NOTHING to protectsafety &amp; civil liberties of kids. @NYCSpeakerCoJo &amp; @NYCCouncil could do that... if they pass",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9891458749771118}]"
217157657,2019-08-01T20:37:30.000Z,"@Portland_Beer @susie_c I think delicatessen take-a-ticket systems are just as effective and considerably less expensive. 



",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9980183839797974}]"
971470774191173632,2019-08-01T20:30:08.000Z,"Put your best face forward - learn how facial recognition software can improve your next event.👤 👤 👤 

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8922486901283264}]"
15343804,2019-08-01T20:22:56.000Z,@PickardJE “Hide your face and hope not to get fined for hiding it”,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9218336939811707}]"
2903980267,2019-08-01T20:00:14.000Z,Cambridge Massachusetts could be the fourth city to ban local government from using facial recognition.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9834977388381958}]"
510411571,2019-08-01T19:49:02.000Z,You have got to be kidding me! @NYPDnews is usingon kids as young as 11 even though tech does not work well on young faces (&amp; @NYCMayor knew it). NYPD use of surveillance needs to be reigned in now! NYC needs to pass,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.999198853969574}]"
899626842784759809,2019-08-01T19:47:10.000Z,"AI bar system ignores jerks who cut in line for drinksvia @engadget






",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9982434511184692}]"
135558137,2019-08-01T19:40:03.000Z, Touts Its Ethics—Then Invests In Israeli‘Spying On Palestinians’. Learn more about it below!,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9883593320846558}]"
14201782,2019-08-01T19:36:32.000Z," in the bar? Not sure that havingapplied while queuing for a drink is quite my cup of tea. 

",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9715675115585327}]"
382376904,2019-08-01T19:13:04.000Z,Companies that makeare already trying to claim that they can predict your emotions or predict future crimes based on your facial expression. We've all seen this movie and it doesn't end well. ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997400641441345}]"
18843840,2019-08-01T19:11:10.000Z," is used for everything these days but thisis so neat its still in use today. Dr Mike Pound on the . 

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.983741283416748}]"
1735172144,2019-08-01T19:05:14.000Z,". @jumio is celebrating the largest sales quarter in the company’s history after sales jumped 45 percent over the same quarter one year ago.



",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9988576173782349}]"
567614234,2019-08-01T18:55:37.000Z,"""Designers hope the system will help stem the current worrying epidemic of pub closures..""

Anyone that seriously thinks deployingin pubs will keep them in business is just drunk on delusion

This is just stupid wrong on so many levels

",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996224641799927}]"
91109381,2019-08-01T18:50:04.000Z,"Aureus 3D allows for recognition of VIPs to provide a luxury experience. Face matching provides Hospitality with an opportunity to ensure that high touch service that clientele expect.

Read more: 

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992709755897522}]"
1072508497,2019-08-01T18:48:02.000Z,"""[S]ocietal bias towards a certain type of crime and criminal will impact who will be subjected to thesystems. Noproperty can account for this societal bias"":h/t @vdignum",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9955184459686279}]"
101067053,2019-08-01T18:34:56.000Z,@bbw1984How does this result in faster serving of beer ? Everyage / ID check challenge will take at least 2 minutesslowing down service for other customers. How is the queue management superior to e.g. a paper queue ticket number / digital display ?,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9991139769554138}]"
2394498976,2019-08-01T18:25:48.000Z,"Unacceptable. 

Thehas been loading thousands of arrest photos of children and teenagers into a facial recognition database with some as young as 11.

",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997068047523499}]"
112342908,2019-08-01T18:05:46.000Z,“Face recognition wasn’t seeing her so @jovialjoy put on a white mask and it did” We have to change that. So @jovialjoy started the @AJLUnited to tackletech bias. - @smithmegan during her talk @insightpartnersleadership summit ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9968181848526001}]"
77312459,2019-08-01T18:05:12.000Z,". @jumio celebrates largest sales quarter in the company’s history. 



 ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996316432952881}]"
1051543202,2019-08-01T18:05:06.000Z,UNCOMFORTABLE SITUATIONS ..can include tactics used to obtain an object'sdata * ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992011189460754}]"
16470531,2019-08-01T18:01:20.000Z,.@elasticpath is sharing the secrets of the— they have high expectations for brands in 2020. They wantSMS buyingand more:,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7582836151123047}]"
1072508497,2019-08-01T17:58:56.000Z,"""The New York Police Department has been loading thousands of arrest photos of children and teenagers into adatabase despite evidence the technology has a higher risk of false matches in younger faces"":",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9982221722602844}]"
1051543202,2019-08-01T17:58:07.000Z,&amp; THE SYSTEMSCENTERS ARE REPORTEDLY STRIVING TO IMPROVE ... They're needed asassistance depositaries **,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9939510822296143}]"
139593662,2019-08-01T17:55:12.000Z,We need tonow on gov't use oftechnology! The technology isn't ready and we need regulations in place to protect theandof children and adults! @ACLU_Mass ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9981988072395325}]"
771932239278010373,2019-08-01T17:20:04.000Z," is not the first city to ban this technology.
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9776328206062317}]"
155090409,2019-08-01T17:14:28.000Z,"""Same again? Coming right up!""😕 ",NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.9990912675857544}]"
193004906,2019-08-01T17:00:29.000Z, Protests Indicate Multiple WaysCan Be Abused via @paymentsjournal ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9938836097717285}]"
190258208,2019-08-01T16:56:14.000Z,We have a winner! Congratulations toPasha Sol on Instagram for this fantastic @iTunes review! @Vicon,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997065663337708}]"
3294836466,2019-08-01T16:50:06.000Z,Can I propose a new rule incircles where anyone proposing&amp; other(w/ good intentions) must at MINIMUM demo understanding of works of .@ruha9 .@safiyanoble .@merbroussard &amp; syllabi like this⬇️ first? ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9917392730712891}]"
472934418,2019-08-01T16:34:03.000Z," Mass now prohibits local govt from using . 3 other US cities have such bans; concerns that the tech violates free speech civil rights is biased and violates basic human rights.



 
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9968884587287903}]"
849468618911907843,2019-08-01T16:26:06.000Z,💪🏽 innovative approach to beating state security armed with,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992434978485107}]"
1735172144,2019-08-01T16:05:14.000Z,"Onfido Partner Program allow members to consolidate marketing find and retain new customers offering more robust solutions that incorporate @Onfido technology.

@ForgeRock @IdemiaGroup @iovation @HusaynKassai 

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9818829298019409}]"
1149938426952769537,2019-08-01T16:01:10.000Z,@STOPSpyingNY Add a built-in laser (like Hong Kong) andwill be rendered ungovernable and useless.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996585845947266}]"
32399563,2019-08-01T16:00:36.000Z,With studies showingtechnology at risk of perpetuating racial andcities are starting to pull the pull the plug. @GOVERNING ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9624106287956238}]"
38118177,2019-08-01T15:56:18.000Z,"Faceless crimes no more....

“California Police Are Sharing Facial Recognition Databases to ID Suspects” by Dave Gershgorn ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9862142205238342}]"
851410313580761090,2019-08-01T15:27:02.000Z,It’s easy for FBI to conductsearches with 21 U.S. states allowing them to scan driver’s license photos.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9841288328170776}]"
1078839598694961153,2019-08-01T15:25:15.000Z,"And if one asks why they are shooting lasers at police and no apparent cameras on tripods. Let me educate you with the following article bragging about how awesomebody cams on officers are.

",NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.968151330947876}]"
2898714775,2019-08-01T15:23:56.000Z," Police Areto ID Suspects | New emails reveal how atechnology company is working to changeas we know it. Aug 2019

 Plus’ Interconnect network puts the company in a p…",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.986083447933197}]"
3062501,2019-08-01T15:05:00.000Z,"Plopping this on the end as another potential way to combat the invasion of 
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9976765513420105}]"
775781157539614721,2019-08-01T15:00:10.000Z, MA moves to ban :,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9954068660736084}]"
1141270821828255744,2019-08-01T14:57:31.000Z,"Thank you Keesing Technologies for following us! @KeesingID 

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9991106390953064}]"
860526340235083777,2019-08-01T14:55:51.000Z,"Thisusesto ensure customers get served in the right order: 

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9940643906593323}]"
2367320131,2019-08-01T14:52:01.000Z,Facing the Promise and Peril of Facial Recognition for Authentication - Security Intelligence,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9937872886657715}]"
14229632,2019-08-01T14:49:50.000Z,California Police Are Sharing Facial Recognition Databases to ID Suspects by @davegershgorn,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9827284216880798}]"
13686822,2019-08-01T14:43:29.000Z,. @shawnmicallef thought you'd be interested in this futureby Sidewalk Labs. Noteuse. This video is instructive given lack of detail around the MIDP on the actual type of rental housing they want to build.cc @JohnLorinc ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9496811032295227}]"
3317217437,2019-08-01T14:41:31.000Z,Great to catch up with @LegendWare today to discuss our involvement in their new Customer Experience Centre. CC will showcase how oursolution integrates seamlessly into the Legend System to effectively manage entry into sports facilities ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9995548129081726}]"
409038401,2019-08-01T14:33:00.000Z,"“There’s nothing more invisible toand security technology than a white man."" 

An interesting read on&amp; footingfrom @nytimes

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9947222471237183}]"
14287669,2019-08-01T14:11:32.000Z, andbeing applied to real problems... ,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.9797306060791016}]"
121909341,2019-08-01T14:02:45.000Z,"Cash in with that grin. 


",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9996545314788818}]"
2990402052,2019-08-01T13:46:14.000Z,Fourth U.S. city Cambridge Massachusetts has “moved one step closer to prohibiting local government from using facial recognition” over concerns about discrimination and violation of civil rights @MelanieHannah via @Gizmodo |,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8094087839126587}]"
89785537,2019-08-01T13:35:36.000Z,Cambridge in Massachusetts is heading towards being the 4th city in theto ban local government from using .,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9633963704109192}]"
864704845847986177,2019-08-01T13:35:28.000Z,Another U.S. City Moves to BanCiting Threats to Free Speech and Civil Rights [Corrected] |,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9837401509284973}]"
1130952270,2019-08-01T13:30:15.000Z,Moreover whilemay be a tool for police accountability combining it's real-time use withsoftware will lead to mass surveillance . This will have grave effects on the expression of ppls' rights and disproportionately affect the disadvantaged.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9980000853538513}]"
2174171568,2019-08-01T13:25:37.000Z,"Caixabank debutsATMs

Whilst this is a great step towards the wider adoption ofit is important for businesses to select the right biometric technique for the right use case based on the scenario.

via @Finextra ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9763034582138062}]"
1130952270,2019-08-01T13:20:41.000Z," should not be able to pilot intrusivesurveillance software without peoples . Lack of consent raises concerning issues ofandand targets&amp;populations. 
 ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9993575215339661}]"
2800599859,2019-08-01T13:02:01.000Z,A growing chorus of experts agreessystems must be regulated -,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7002748250961304}]"
1690170770,2019-08-01T12:52:42.000Z,The best algorithms still struggle to recognize black faces equality. This is also the case with the widely used facial recognition software Idemia.| Subscribe to our Newsletter,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9807386994361877}]"
3317217437,2019-08-01T12:51:56.000Z,"Wishing our Bradford-based Reseller Partner @OmegaSecurity1 a very happyfrom everyone at CC 

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9938541650772095}]"
88391288,2019-08-01T12:40:55.000Z,Will the @ukhomeoffice impose a moratorium on alltrials until regulations can be established?,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9988685846328735}]"
234038391,2019-08-01T12:28:18.000Z,Protesters inuse lasers to avoid being identified bycameras,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9834924340248108}]"
12909342,2019-08-01T11:59:57.000Z,"In exchange for a $5 gift card @Google wants your valuable face data to ""improve the next generation ofunlocking.""

- via @PCMag

",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9929973483085632}]"
29473552,2019-08-01T11:57:51.000Z,'The fact that he’s walked past clearly masking his face from recognition. It gives us grounds to stop him” an officer says defending his actions' - Howbecame a test case for usingin democracies' via @FT,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9975941777229309}]"
823490815074963457,2019-08-01T11:45:01.000Z,Face value: Using facial recognition in retail,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.946380615234375}]"
124468712,2019-08-01T11:34:15.000Z,"No this is not a joke.
A bar in London is trialingtech in order to know who is next in line for a drink.",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9916085600852966}]"
45906658,2019-08-01T11:30:39.000Z,Future imperfect: the robots and mind-reading apps remaking our world,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.996241569519043}]"
140814713,2019-08-01T11:21:43.000Z,Facing the Promise and Peril of Facial Recognition for Authentication| @mikeelgan,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.9946528673171997}]"
216834539,2019-08-01T11:05:42.000Z,a brilliant counter-measure deployed byto stop👌😎 ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998069405555725}]"
28971254,2019-08-01T10:32:28.000Z, threat to freedom human dignity autonomy privacy and security ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9895861744880676}]"
1735703250,2019-08-01T09:59:38.000Z,to see who's next in queue for pint.... sneaky way forto keep tabs on you LMAO! ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.559881329536438}]"
4835455751,2019-08-01T09:22:36.000Z,"'“The fact that he’s walked past clearly masking his face from recognition. It gives us grounds to stop him” an officer says defending his actions.'

Worrying report by @madhumita29 on the escalation ofin democracies. 



",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9877277612686157}]"
80600673,2019-08-01T09:15:07.000Z, has fast become the norm but how exactly did it become such a big part of society… &amp; how sinister could it potentially be? @iansample writes for @guardian: ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9771727919578552}]"
243019017,2019-08-01T09:09:40.000Z,Notice how many apps &amp; mega tech companies are super keen to get photos of your face lately? It's a game now it'll be weaponised state surveillance later.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.997086226940155}]"
1141270821828255744,2019-08-01T09:03:26.000Z,"GREAT ! We just released ourfor ! With ourin thewe enhanced your biometricprevention over night! Test the upgrade: 

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9662148952484131}]"
2253116190,2019-08-01T09:00:00.000Z,"Ms Low Khah Gek CEO of ITE and other partners visited NEC’s booth with Ms Vivian Tay SVP of NEC APAC. We had an interesting chat about NEC’stechnology and the great potential that it has.

Thank you @ITESpore again for this amazing opportunity! ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997180104255676}]"
87686227,2019-08-01T08:52:53.000Z,"How to best beat surveillance ? By abusing it’s racial flaws! 

“There’s nothing more invisible to surveillance and security technology than a white man.”
 


",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9938196539878845}]"
2858812331,2019-08-01T08:52:01.000Z,How to thwart . „AI programs look for symmetrical faces so obscure an eye cover your nose wear something that makes your head look unheadlike.“ Thestate andare on the road to hell. ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9993463158607483}]"
19091048,2019-08-01T08:50:04.000Z, has fast become the norm but how exactly did it become such a big part of society… &amp; how sinister could it potentially be? @iansample writes for @guardian: ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9771727919578552}]"
1141270821828255744,2019-08-01T08:48:44.000Z,"Testmade inat the Long Night of Sciences 2019 @Wissenschaftsn8! We'll showcase our&amp;likeand . Save the date: October 19th 2019

",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9907325506210327}]"
1894632307,2019-08-01T08:36:35.000Z,"London already has 420 000 CCTV cameras installed - the second highest number after Beijing. Do we really want to addto the mix?
 
via @FT",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.6937131285667419}]"
632081490,2019-08-01T08:30:00.000Z," has come on in leaps and bounds in the past few years and its potential value to the Proindustry is becoming clear
 
 
Via @SCNmag",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9983296990394592}]"
198039504,2019-08-01T08:29:36.000Z,BAYMI 4G LTE Facial Recognition Smart Watch!@TechMASHUK,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.6657156944274902}]"
178671032,2019-08-01T08:29:15.000Z,BAYMI 4G LTE Facial Recognition Smart Watch!@TechMASHUK,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.6657156944274902}]"
17538349,2019-08-01T08:28:49.000Z,BAYMI 4G LTE Facial Recognition Smart Watch!@TechMASHUK,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.6657156944274902}]"
3294836466,2019-08-01T08:28:37.000Z,"A reminder that tech is not neutral &amp; good intentions aren’t enough: On the growingincluding&amp; camerasracism &amp;baked into technologies likesoftware. 

 via ⁦@nytimes⁩",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9849998950958252}]"
859357874056822784,2019-08-01T08:26:01.000Z,"Hong Kong protestors using lasers to avoid chinesecameras

Via @alessabocchi 


",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9916821718215942}]"
3646348275,2019-08-01T08:22:13.000Z,"That is something else 😳

They will ban lasers soon. Watch! ",NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.934406042098999}]"
3294836466,2019-08-01T08:18:03.000Z,"Onmasquerading as science: “Using scientific language and measurement doesn’t prevent a researcher from conducting flawed experiments and drawing wrong conclusions — especially when they confirm preconceptions”
 via ⁦@nytopinion⁩",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9874289631843567}]"
947227314,2019-08-01T08:01:43.000Z,"Such a good article about usingfor face recognition in real time with perfect matching rate!


@justadudewhohax @TensorFlow 
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9979245662689209}]"
1008259824247713792,2019-08-01T07:55:45.000Z,"Your most trusted partner for camera module solutions

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9963425993919373}]"
1008259824247713792,2019-08-01T07:55:06.000Z,"Your most trusted partner for camera module solutions

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9963425993919373}]"
1008259824247713792,2019-08-01T07:54:51.000Z,"Your most trusted partner for camera module solutions

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9963425993919373}]"
1008259824247713792,2019-08-01T07:54:30.000Z,"Your most trusted partner for camera module solutions

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9963425993919373}]"
1008259824247713792,2019-08-01T07:54:04.000Z,"Your most trusted partner for camera module solutions

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9963425993919373}]"
235153539,2019-08-01T07:39:22.000Z,Interesting article on police use of livethe deficit of legal framework and moral justification is glaring. MPs have told the police to halt using the tech until relevant discussions are had - but UK police have simply ignored them. ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9979069232940674}]"
