author_id,created_at,text,score
2906580072,2019-06-01T20:40:03.000Z,Does San Francisco's Ban onMean You Should Run From Face-Based(@Jumio),NEGATIVE
16119487,2019-06-01T20:20:02.000Z, police have been usingfor over a year. San Francisco just banned it.,NEGATIVE
926472937745604608,2019-06-01T20:06:03.000Z,"Did you hear about 's recent ban on the use ofbyagencies? Take a look at ourpost on the subject. 
 ",NEGATIVE
40028364,2019-06-01T19:56:44.000Z,The Creeping threat of :,NEGATIVE
1379292876,2019-06-01T18:20:20.000Z,In 2006 I wrote a paper on- about how the border becomes carried by the body.technology twins immigration control with policing of women’s bodies. It will drive the most vulnerable to the riskiest spaces. ,NEGATIVE
701609524038389764,2019-06-01T16:59:59.000Z,These past &amp; present chronicles of injustice highlight howsystems can disproportionately harm ppl already historically subject 2 profiling &amp; abuse inclPOC political activists &amp; the formerly incarcerated. ,NEGATIVE
369701707,2019-06-01T16:11:03.000Z,“The Best Reason for Your City toby Will Oremus ,POSITIVE
53375482,2019-06-01T14:45:04.000Z,"""Technavio has predicted the 3D facial recognition market will grow by 36 percent from 2018 to 2022"" - @BiometricUpdate 



Read@to learn the growth prospects of 3Dmarket.""",POSITIVE
2867697950,2019-06-01T13:33:52.000Z,I am happy to be one of25 African innovators selected for the inaugural class of female founders from across the continent.🙏🙏 @_WomEng@bacehq @TheAIBook,POSITIVE
15221598,2019-06-01T13:10:00.000Z, To Be Deployed At Top 20 US Airports -- Should You Be Concerned?(Forbes),POSITIVE
1014189106828660738,2019-06-01T13:08:01.000Z,Tech backlash begins? San Francisco to ban facial recognition,NEGATIVE
72665057,2019-06-01T12:59:01.000Z,"@AnnCavoukian So true. And in addition to getting better informed through excellent books like the one Dr. Cavoukian recommended whenever possible ID the specific gov't agency that's using/misusingappsorcollections. Not ""them"" ID out of shadows.",POSITIVE
18068926,2019-06-01T12:07:38.000Z,"San Francisco has become the first U.S. city to ban police use of facial recognition tech by @tictoc

""It's psychologically unhealthy"" says Supervisor @AaronPeskin


 ",NEGATIVE
600285139,2019-06-01T11:45:21.000Z,"Looking atand it's teachers' and students' legacies is helpful when considering new tech likeEvenWhat will be the impact? 
Does it generate winners &amp; losers? Could impacts occur generation later?",POSITIVE
256965214,2019-06-01T11:18:50.000Z,""" wrongly identifies public as potential criminals 96% of time"" 

Disappointing to see the media still widely misrepresenting the stats.

Learn what they really mean here:


 

@lizziedearden @Independent",NEGATIVE
1011170203957432320,2019-06-01T11:09:18.000Z,"Simple tricks to deter burglars while you are on holiday.

For details Call: +91 9830041251 / +91 9748403828

",POSITIVE
14304930,2019-06-01T10:58:35.000Z,One of the cool things about the San Franciscoban is that the police basically weren’t using it. So you’ve stopped a potentially bad future thing from happening (good) while “somehow” everyone seems to think you’ve stopped the many current dystopian uses.,NEGATIVE
18843840,2019-06-01T10:56:25.000Z,’s Many Controversies From Stadium Surveillance to Racist Software ,NEGATIVE
373535661,2019-06-01T10:02:10.000Z,"Facial recognition needs diversity as well. We need to be cognitive about the inequity and injustice it may lead to.
@BeingSafayat",NEGATIVE
1112176809834135552,2019-06-01T09:12:57.000Z,"Apple wins patent for automatic retrying of a failed facial recognition authentication process 

",POSITIVE
20895618,2019-06-01T08:28:18.000Z, Technology Ban for Police Is Important but Not Enoughvia @YouTube,NEGATIVE
375046603,2019-06-01T07:19:37.000Z,.@guardian usage in an article on(lots of interest in this subject) picture taken at .@metpoliceuk trial inthanks to .@AlamyNews&amp; .@alamy,POSITIVE
1105076086348701696,2019-06-01T06:42:34.000Z,"There sure is a lot of interest in what we are doing in thespace!
",POSITIVE
4891894462,2019-06-01T06:21:18.000Z,AndAre Battling To SellTechnology In Dubai ,NEGATIVE
808051518242979841,2019-06-01T04:55:02.000Z," created by researchers at @techreview pulls off a staggering feat:!!

By analyzing only a short audio clip of a person’s voice it reconstructs what they might look like in real life.

@craigbrownphd @evankristel @IBMAnalytics 
",POSITIVE
91349543,2019-06-01T04:34:20.000Z,What do you understand about the words World Wide Web or Internet? Read share comment :,POSITIVE
2990402052,2019-06-01T03:29:55.000Z,Privacy advocates sound warning on Toronto police use of facial recognition technology @CBCPLS via @CBC |,NEGATIVE
718804592973053952,2019-06-01T02:47:40.000Z,"GAO: Verify the accuracy of yoursystem that holds about 30 million images.
DOJ: No our internal testing is sufficient.
GAO: Your testing does not report false positive rates; your tests are incomplete and insufficient.
 @BiometricUpdate",NEGATIVE
552611280,2019-06-01T02:09:45.000Z,"Amazon wants you to know that its facial recognition software can be used to monitor a woman’s smile percentage. 

This software is already being using by police forces and private corporations across the nation. 

 ",POSITIVE
55299467,2019-06-02T23:54:12.000Z,Scary on one hand and exciting possibilities on the other - depends on how the data is used.,POSITIVE
2438685120,2019-06-02T22:12:31.000Z,Ban forIs Important but Not Enough. ,NEGATIVE
31020455,2019-06-02T21:21:02.000Z,What istechnology and why is it so controversial?,NEGATIVE
1067222170429005824,2019-06-02T19:47:02.000Z,What is facial recognition technology and why is it so controversial?,NEGATIVE
3301041548,2019-06-02T18:35:00.000Z,In honor of our client @Cognixion who just releasedandto theirapp for people with communication challenges. It’s amazing watching such passionate innovators change the world by taking a single step. Congratulations friends. ❤️🤘🏼 ,POSITIVE
1055020896992280576,2019-06-02T17:24:19.000Z,Man Takes Police to Court for Scanning His Face Without Consent.,NEGATIVE
