author_id,created_at,text,score,bert
297397741,2018-06-01T23:29:00.000Z,"Could New Biometrics Finally Kill Smart Cards and Passwords?


",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994250535964966}]"
946372393706106880,2018-06-01T21:55:54.000Z,Howcould help save billions of dollars lost incrimes?,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9983249306678772}]"
19156565,2018-06-01T20:45:44.000Z,Ainusesto scan student faces to determine their&amp; actions every 30 seconds &amp; categorize them intoconfused or upset.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9814382791519165}]"
15135567,2018-06-01T20:40:00.000Z,"Researchers at @UofT have created a photo filter that disables
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9809404015541077}]"
902028782,2018-06-01T20:36:29.000Z,: 's @Alipay has launched its first Futurestore where consumers can use aservice to pay for their goods for example enabling people who have no ID to collect and pay for their,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.6498696208000183}]"
28170108,2018-06-01T20:00:52.000Z,OnePlus 6 face unlock can be fooled by a simple printout,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9976287484169006}]"
2825240079,2018-06-01T19:52:42.000Z, at its finest. Why doeswant to usein my messenger app. I've never had FB and only used messenger to keep in contact with my family in Oz but that shit just got,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.6116493940353394}]"
42215084,2018-06-01T19:48:17.000Z, researchers developed a-filter to fight,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.7015568017959595}]"
972821951059255296,2018-06-01T19:00:30.000Z,"Thissystem allows you to pay 💰 with a smile at KFC. 



@IMITAKCO@kuriharan@AnneBini@alvinfoo@debashis_dutta @svensommer@MarvinStone @DianaEWilkerson ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9963924288749695}]"
2356982959,2018-06-01T18:30:20.000Z,.ITIFdc calls for constructive conversation onin response togroups’ Amazon letter ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.870086669921875}]"
