author_id,created_at,text,score,bert
336218991,2018-07-01T23:44:00.000Z,When Joy Buolamwini @jovialjoy was a master's student at MIT she realized that atech couldn't detect her face--until she put on a white mask. That's why she joined,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9951966404914856}]"
255807625,2018-07-01T22:56:11.000Z,Can they refuse? I accept it for passport clearance but wouldn’t if I was on welfare.,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9892836809158325}]"
2159851994,2018-07-01T22:05:12.000Z,"@UKZak @bbw1984 .
Anything us hackabke.
A better photo would do the same without the use of .
Then the info isn’t even out there.

Data minimisation is what we need.",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9991605281829834}]"
20748873,2018-07-01T20:30:06.000Z,"Exclusive: @IBM releases image data to improve

 ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9344449639320374}]"
7357742,2018-07-01T20:25:40.000Z,"'The Next Frontier of [all]Is '""...recently said that his company is actively considering usingwith its camera technology.""",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9037428498268127}]"
23424617,2018-07-01T20:13:26.000Z," software has a race problem 

 @BW",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9985522627830505}]"
885088352386637824,2018-07-01T19:35:27.000Z,Inefficient and wrongly implicating people or accurate and creating a dystopian Big Brother scenariois bad news. ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997132420539856}]"
1427460686,2018-07-01T19:26:28.000Z,Excellent work by Manchester Entrepreneur Abdul Alim @bidoohuk,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997959733009338}]"
209311997,2018-07-01T19:21:14.000Z,"

Inbenta blamed for Ticketmaster breach admits it was hackedvia @ZDNet &amp; @zackwhittaker",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9972695708274841}]"
2356982959,2018-07-01T18:04:06.000Z,YITU takes top spot on NISTVendor Test leaderboard ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9971777200698853}]"
518238327,2018-07-01T18:00:39.000Z,YITU takes top spot on NISTVendor Test leaderboard ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9971777200698853}]"
795369458898378752,2018-07-01T15:58:01.000Z, Shooting Suspect Was IDed Using ControversialDatabase. ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9958586096763611}]"
2159851994,2018-07-01T15:38:34.000Z,"@UKZak .
You don’t needif you get a photo of the driver in advance!
Don’t sell this as something positive or helpful.

@bbw1984",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9971900582313538}]"
823868404142604290,2018-07-01T12:15:39.000Z,"At this Chinese school Big Brother was watching— and charting every smile or frown.



",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.814131498336792}]"
27385174,2018-07-01T11:55:20.000Z,"@cspanwj Good morning @SteveScully &amp; WJ'ers🌄
Absolutely use this technology. Thank goodness that @ICEgov is also usingextensively to helpto&amp; stop @DNCbefore ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9970234036445618}]"
20928297,2018-07-01T11:40:42.000Z,"“Every person in range of a facial recognition camera will have their face scanned and their personal biometric information stored so they can be watched monitored and judged”

I’ll be surprised ifisn’t trialled at a football match next season. ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9859746098518372}]"
202270774,2018-07-01T10:30:04.000Z,Which World Cup player is your twin? This face recognition technology will show you which of the 736 World Cup footballers you look like the most.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994403719902039}]"
872610950284689408,2018-07-01T10:15:28.000Z," unable to recognize darker skin tones? Poor thing 😀

 via @qz",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9996269941329956}]"
937268417056444416,2018-07-01T09:00:08.000Z,A major benefit the 4th Industrial revolution is bringing us is huge advances in .  For example check out thesefrom @mybodyo.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9982103109359741}]"
296728882,2018-07-01T08:56:19.000Z,"Who’s gonna drive you home tonight?

Order aon an app. Car arrives. Check license plate. Get in car. 

But who’s the driver?

Drivers share logins. Blacklisted drivers return. It’s called . 

Only withon the driver’s phone can you be sure. ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.995503842830658}]"
1434650790,2018-07-01T08:45:00.000Z, companies just woke up to a big problem with theirvia @qz,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9992876648902893}]"
38456507,2018-07-01T08:08:03.000Z,At this Chinese school Big Brother was watching students — and charting every smile or frown,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.602795422077179}]"
885088352386637824,2018-07-01T07:44:37.000Z,@surcamcom The @un is voicing concerns aboutusage in thebut we are just meant to take the word of unelectedofficials that they will safeguard ourabuses and miscarriages of justice are inevitable. ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9978057742118835}]"
884022229,2018-07-01T07:18:24.000Z, reaching the masses and mobileis picking-up in 2018 &gt;&gt; @MikeQuindazzi &gt;&gt;&gt;&gt;,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9940168857574463}]"
50387743,2018-07-01T02:17:31.000Z,The way police identified the Capital Gazette shooter was totally normal. And sometimes it’s worth thinking about what normal means. just to make sure we don’t let Minority Report or Gattaca become normal.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9703556299209595}]"
2990402052,2018-07-01T01:40:45.000Z,Tech companies just woke up to a big problem with their AI @davegershgorn via @qz |,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994975328445435}]"
