author_id,created_at,text
5692012,2018-01-01T23:26:42.000Z,"Recently Japanese sources confirmed thattechnology will be used on anyone participating in the 2020 @Olympics.

 "
272798773,2018-01-01T16:14:12.000Z,will be used at the Tokyo@Olympics and @Paralympics
16519133,2018-01-01T16:00:00.000Z,How toof 's newfeature. @CNET 
21605324,2018-01-01T10:31:22.000Z,Foodservice Operators Face It In 2018 Facial-Recognition will be Top of MindX
297397741,2018-01-01T10:10:07.000Z,"Machine learning capabilities aid healthcare cybersecurity


"
620859626,2018-01-01T10:10:00.000Z,Are you ready to ditch the boarding pass &amp; passport at check-in? @British_Airways will make yourmore seamless with thissystem.
44663631,2018-01-01T09:11:26.000Z,This self-driving delivery robot usesto unlock the goodies
297397741,2018-01-01T08:10:00.000Z," For The Grid: 5 Use Cases

"
297397741,2018-01-01T07:40:00.000Z,"The Financial Impact of Cyber Threats


"
297397741,2018-01-01T07:10:01.000Z," Adopts Model Law on Cybersecurity: Will States Adopt It?

"
2478926738,2018-01-01T02:58:02.000Z,"on the *plus* side of living with pervasive surveillance &amp; deep learningsystems...
"
1549668462,2018-01-01T02:00:01.000Z,Forgot your wallet? No worries! You can now order burgers with your face at this restaurant’skiosk@nwtls
297397741,2018-01-01T01:45:02.000Z,"Top of mind for health system leaders? Investing in cybersecurity tech and staff

"
718804592973053952,2018-01-02T23:23:12.000Z,DHS should stop scanning travelers’ faces until it has completed a federally required rulemaking proceeding.via @GeorgetownCPT
718804592973053952,2018-01-02T23:09:45.000Z,DHS to Spend $1 Billion to Expand Illegal Facial Scanning Program at Airportsvia @NewAmericanMag
256965214,2018-01-02T21:20:33.000Z,A definite trend to retail self service wrt to crime fighting. @Allevate 'shostedplatform could provide immediate benefit to retailers and forecourts.
106287256,2018-01-02T20:30:10.000Z,".@PanasonicUSA announced that itsgate has been chosen by the Immigration Bureau of the Ministry of Justice to streamline immigration procedures at a major Japanese airport.

"
3575550372,2018-01-02T19:25:09.000Z,The SY-910 is our latestTime Clock. Take advantage of the look-and-go technolgoy today!
250543278,2018-01-02T18:17:02.000Z,LAX Trials Biometric Self-Boarding Solution
256965214,2018-01-02T18:02:05.000Z," taking under £200 worth of goods 'not pursued' - ""persistent offenders are exploiting a change in the law "" @BBCNews-"
256965214,2018-01-02T17:54:16.000Z,"@PhilipIngMBE @thetimes @metpoliceuk @Facewatch Thanks Philip

For those interested you can learn more about Allevate'shostedcapability here: "
256965214,2018-01-02T17:39:33.000Z,"@PhilipIngMBE @thetimes @metpoliceuk @Facewatch Great for reporting crime.
@Allevate also focused on enabling businesses to screen those entering their premises usingusing a"
256965214,2018-01-02T17:21:12.000Z,"According to @thetimes ""Britain’s biggest police force will not investigate crimes ... if officers are required to look at CCTV for more than 20 minutes.""

@Allevate can automate bulk media analysis incorporating .

@metpoliceuk 
"
701037780831371265,2018-01-02T16:48:05.000Z, is a game changer for retail. I enjoyed sitting down with @RetailMag and @ErinOnRetail to discuss the implications of the technology. 
2866064621,2018-01-02T16:38:12.000Z,Man wanted over theft from OAP at cash point in Sheffield
2866064621,2018-01-02T16:34:44.000Z,Blaina Co-Op shoplifting appeal seeks identity of pair
2866064621,2018-01-02T16:31:38.000Z,Man from Grays wanted for shoplifting
2866064621,2018-01-02T16:30:07.000Z,Prolific offender raids Burton Tesco for booze
2866064621,2018-01-02T16:25:52.000Z,Prolific shoplifter stole air fresheners to 'fund trip to emergency dentist'
2866064621,2018-01-02T16:23:35.000Z,Serial shoplifter will miss operation - because he'll be in jail
2400049903,2018-01-02T16:18:47.000Z, and the future of@KeshaWillz
2866064621,2018-01-02T16:14:27.000Z,Drug addict threatened to stab supermarket worker with hypodermic needle
2866064621,2018-01-02T16:07:55.000Z,Shoplifter steals meat by stuffing it down his trousers - can you help police identify him?
2866064621,2018-01-02T16:05:19.000Z,Drug addict thief backshoplifting day after getting ‘second chance’
2866064621,2018-01-02T15:58:48.000Z,Woman took 11-year-old girl shoplifting at Cribbs Causeway
2866064621,2018-01-02T15:56:49.000Z,Man jailed for shoplifting
2866064621,2018-01-02T15:44:53.000Z,"Government blamed for 'sharp rise in shoplifting' by retailersvia @MailOnline
"
882876583798812673,2018-01-02T14:24:31.000Z,From👉 link in bio!
701207138,2018-01-02T14:03:47.000Z,Facebook expands use of facial recognition to ID users in photos
330269032,2018-01-02T14:00:30.000Z,We've hooked up Pepper to externalto enhance capabillity. Will showcase withwhen we work out how best to show it 
18294385,2018-01-02T13:00:56.000Z,"Today's Marketing Tip: "" Turn Off Facial Recognition On Facebook!""
"
580689397,2018-01-02T12:38:23.000Z,Our faces are increasingly being used as data points -
2845338172,2018-01-02T12:20:47.000Z,OneVisage's team wishes you a faboulous and innovative new year !
256965214,2018-01-02T12:17:44.000Z,"According to @thetimes ""Britain’s biggest police force will not investigate crimes ... if officers are required to look at CCTV for more than 20 minutes.""

@Allevate can automate bulk media analysis incorporating .

@metpoliceuk

"
864774759673942016,2018-01-02T11:32:01.000Z,German researchers beat Windows 10 face recognition using a photo:via @V3_co_uk
2787472476,2018-01-02T11:04:08.000Z,What else will happen in 2018? The consumers increasingly expect digital technology to operate on human terms e.g. understanding speech and facial expressions and body language
862246149448581121,2018-01-02T10:23:02.000Z,"GlobalMarket is estimated to reach $15.4 billion by 2024; growing at a CAGR of 21.4% from 2016 to 2024.
Download Free Sample Copy of Report @"
297397741,2018-01-02T10:10:00.000Z,"YouTube Has A Massive Child Exploitation Problem. How Humans Train Its Search AI Is Partly Why


"
742679359,2018-01-02T09:52:48.000Z,The man who can't face the internet:
4724273181,2018-01-02T09:52:48.000Z,The man who can't face the internet:
297397741,2018-01-02T09:10:08.000Z,"'Whoever controls cyberspace will control the world': Russian hackers waging cyber war on Ukraine 'training' for Western targets

"
917014175506849797,2018-01-02T08:45:25.000Z, is cool but why to choose 1 to 🔓 phone when I canwith ! What about you? 
919859788015472640,2018-01-02T08:43:09.000Z," is cool but why to choose 1 to 🔓 phone when I canwith ! What about you?
"
3415655637,2018-01-02T08:21:04.000Z,Caliburger wants you to order your burger with your face
82351237,2018-01-02T06:17:00.000Z,BBC News - The man who can't face the internet
2329680300,2018-01-02T05:37:52.000Z,“Digitized totalitarianism”: Recent arrest of a relatively unknowninmay have been made possible by the regime’s use oftechnology
297397741,2018-01-02T04:45:01.000Z,"Password-freeare no longer the stuff of science fiction — they’re everywhere

"
297397741,2018-01-02T02:15:07.000Z,"What is cyber security? How to build a cyber security strategy


"
518238327,2018-01-03T23:18:47.000Z,Tokyo 2020 athletes staff media to be screened with NEC
3877887200,2018-01-03T23:17:52.000Z,@scg Nothing's perfect but I APPRECIATE the effort @scg 🏏have taken 2 try &amp; keep the public safe at the💕👍Hell YES 2&amp;👏👏
3877887200,2018-01-03T23:16:05.000Z,Nothing's perfect but I APPRECIATE the effort @scg 🏏have taken 2 try &amp; keep the public safe at the💕👍Hell YES 2&amp;👏👏
2374262113,2018-01-03T21:31:03.000Z,"Putting The Face In@facebook@Forbes
"
335439367,2018-01-03T21:04:24.000Z, on phones - does it distinguish between pics of faces and real faces? Dead and alive faces? Will death masks make a comeback? Wow so many questions lol
4166755647,2018-01-03T21:02:15.000Z,"""The catch of course is that you’ll have to authorize Facebook to access store and then match your face data with uploads across thesite.""

"
66381016,2018-01-03T20:22:16.000Z,"Futur of BetterIn The Dust via @forbesBradbury
Passwords may have protected personal computers since the early days of PCs but their time may finally be ending. From hardware tokens to "
1924627003,2018-01-03T20:06:30.000Z,Here's to theofsoftware!
3774197720,2018-01-03T19:31:36.000Z,In due course I foresee people walking around with head scarfs sunglasses and/or masks. At what point is the line crossed?@DrMoniqueMann 
3774197720,2018-01-03T19:31:15.000Z,@GarrethHanley @smh In due course I foresee people walking around with head scarfs sunglasses and/or masks. At what point is the line crossed?
17463660,2018-01-03T18:44:58.000Z,"Credit cards are SO 2017 - now you can pay with a smile 😊 



"
359628368,2018-01-03T18:11:06.000Z,Rights risks and responsibilities associated withtechnology. @smh sheds light on some of the issues: 
1132001222,2018-01-03T16:10:14.000Z,You'll now get an alert if someone tries to use your face as their profile pic@socialbarrel 
484956531,2018-01-03T14:34:15.000Z,will be used at the Tokyo@Olympics and @Paralympics
1132001222,2018-01-03T14:10:18.000Z,Facebook making improvements to itstools. Creepy or not?@socialmedia2day 
2800599859,2018-01-03T14:02:07.000Z, face recognition fooled by printed photo -
21082756,2018-01-03T14:00:00.000Z,"Germany is testing its firsttechnology at a train station in Berlin. The cameras could help track and arrest crime and terrorism suspects. Do you think this is a positive development or are you wary of increased🤔?
"
501974514,2018-01-03T13:39:45.000Z,This is a little creepy imo. @Facebook NewSwitch Can Find Photos of You Across thevia @forbes 
343220612,2018-01-03T12:30:09.000Z," the manufacturer ofandsolutions recently unveiled it's indigenously designed @Cosec .
"
235153539,2018-01-03T10:48:41.000Z,"This company NEC is already used by 4 police forces in the UK for
"
292828835,2018-01-03T10:45:08.000Z, Will Be Used to Identify Athletes in 2020
1132795518,2018-01-03T10:20:12.000Z,Metro pickpockets beware! China’s hi-tech cameras are watching your every move with real-time high-res 4K CCTV@SCMP_News
3415655637,2018-01-03T10:15:12.000Z,Tokyo 2020planning to useas a security measure
245274881,2018-01-03T10:10:00.000Z,"Were you aware thattechnology is already being used at Crown Casino in Melbourne to identify VIPs and banned guests?

"
44111067,2018-01-03T09:30:10.000Z," the manufacturer of Telecom and Security solutions recently unveiled its indigenously designed COSEC 
 "
297397741,2018-01-03T08:40:00.000Z,"2017: When artificial intelligence outsmarted humans - Bringing science fiction closer to reality


"
721590650563461120,2018-01-03T08:05:01.000Z,"Why live video streaming is critical for safer and smarter cities

 "
3151822850,2018-01-03T07:14:29.000Z,":A Guangzhou metro line is thought to be the first in the world fitted with real-time high-res 4K CCTV capable of working withsoftware
*😎Metro pickpockets beware!
 … "
297397741,2018-01-03T07:10:03.000Z,"What is Windows Hello? Microsoft’s biometrics security system explained


"
718804592973053952,2018-01-03T06:33:34.000Z,Report questions necessity effectiveness of Homeland Security biometric exit program’s facial scans | BiometricUpdate
760924448715378688,2018-01-03T06:29:07.000Z,"""NEC's 'NeoFace' technology can identify a person from aof 1.6 million people in 0.3 seconds. In one independent test it demonstrated a matching accuracy of 99.2 per cent.""

"
22531173,2018-01-03T06:01:23.000Z,A very important question asked by this journo. Are we moving too fast on? 
17155861,2018-01-03T05:48:40.000Z,Always best to have a backup plan to making it in theand@troyhunt 
718804592973053952,2018-01-03T05:30:37.000Z,DHS to Spend $1 Billion to Expand Illegal Facial Scanning Program at Airportsvia @NewAmericanMag
245274881,2018-01-03T05:04:08.000Z,"My latest blog: Put away the fake glasses
 are becoming more pervasive—unlocks computers or phones opens doors and is a key tool of the surveillance state.

 "
66260367,2018-01-03T04:48:01.000Z, city world 1st for metro 4K CCTV cameras with&amp; with plans to addfor traffic management
932136430301777920,2018-01-03T04:11:06.000Z,Read all about the problems with DHS' biometric program at U.S. airports from the experts: @lauramoy @alvarombedoya @harrisonsethdc.
1156164696,2018-01-03T01:51:30.000Z, testingto replace...…
297397741,2018-01-03T01:45:07.000Z,"Relying on Fingerprints or Face Recognition is a Mistake Multifactor Remains an Imperative

"
987600932,2018-01-03T01:14:00.000Z,International airports in 9 cities deploysoftware
416379273,2018-01-04T22:41:52.000Z,'s newefforts helpusers know exactly who's in photos
397523467,2018-01-04T22:13:00.000Z,Just gimme that smile... 😁😁
17921967,2018-01-04T21:37:11.000Z,@CardNotPresent: Consumers Say They’re Ready for Biometric Payments: ReportThe CNP Report® 010418 @Visa @AskYTM… 
3255730008,2018-01-04T21:15:47.000Z,"RT CenDemTech: GeorgetownCPT .lauramoy harrisonsethdc alvarombedoya: “As currently envisioned the program represents a serious escalation of biometric scanning of Americans and there are no codified rules that constrain it.""

"
16228337,2018-01-04T21:12:06.000Z,"@GeorgetownCPT .@lauramoy @harrisonsethdc @alvarombedoya: “As currently envisioned the program represents a serious escalation of biometric scanning of Americans and there are no codified rules that constrain it.""

"
2356982959,2018-01-04T20:53:04.000Z,Airporttrial sees significant time savings 
518238327,2018-01-04T20:52:55.000Z,Airporttrial sees significant time savings 
2255220570,2018-01-04T20:48:54.000Z, and : join Red5 Pro co-founder @mrchrisallen as he discusses these at the next WebRTC Boston event Tuesday January 9. More details here:@webrtcBoston
871675827343282177,2018-01-04T20:25:51.000Z,"Headed tonext week? Looking to see whats's new invia cutting-edge 3D ? Let me hook you up with my colleague Allison Dollar who will be in Vegas. 
imageonix_us Ayonixjp mbroggie "
