author_id,created_at,text,score,bert
1066770250845364229,2018-12-01T23:51:14.000Z,Technology is continually advancing and it’s reshaping the healthcare landscape at a faster rate in positive ways. Some of the latest technologies includingand . ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997802376747131}]"
3166958767,2018-12-01T22:01:18.000Z, technology could soon give govts the ability to track everyone everywhere—&amp; log all actions—with “profound potential ramifications for even just the fundamental civil liberties on which democratic societies rely” | @BradSmi #@bobzimmermp ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.7569363713264465}]"
16695518,2018-12-01T20:59:40.000Z,"US lawmakers have issued another letter toCEO Jeff Bezos demanding details on the company’s facial recognitioncalled “Rekognition.” 
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9981945157051086}]"
110312945,2018-12-01T19:41:40.000Z," may want to identify burglars withtech 

",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9862370491027832}]"
51276630,2018-12-01T19:27:03.000Z,Amazon facial recognition software may be racially biased,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9985620379447937}]"
1469876155,2018-12-01T18:34:53.000Z,Intelligent Security: How AI Is Revolutionizing Identity Verification Fraud Detection And Risk Assessment @ed_verita,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.9927818775177002}]"
8176352,2018-12-01T17:15:07.000Z,"Today USA's 😁 ""first biometric terminal"" is ready to go at ✈️ Atlanta airport according to @Delta:

@usatodaytravel",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.642428994178772}]"
2369741990,2018-12-01T17:00:02.000Z,"The US Secret Service is testingto determine if the technology can be used to identify ""known subjects of interest"" around the White House.",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9959877133369446}]"
785865758156947456,2018-12-01T15:18:00.000Z,The Chinese publicly shame their citizens on giant billboards for .To shame as many people as possibleis usingsoftware.By @litaoscmp via @SCMPNews ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9990941286087036}]"
752003275877122048,2018-12-01T14:25:00.000Z, will be deployed at a marathon on Sunday in China to crack down on cheating state media said after a half-marathon was blighted by widescale flouting of the rules.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9973909854888916}]"
205117304,2018-12-01T14:09:40.000Z,"RT Ronald_vanLoon: Brain waves can help reconstruct mental images using EEG data
by UTSC |



Cc: Vilynx UTSC DigitalTrends MikeQuindazzi",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.981619119644165}]"
1962723907,2018-12-01T13:57:46.000Z," is not a silver bullet but it could help tackle some of the world’s most challenging social problems. @McKinsey 


 ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9926972985267639}]"
256965214,2018-12-01T12:39:21.000Z,"Great things being done by @worldreach_WRS. Signed a contract with @ukhomeoffice so EU Nationals can verify their identity with a mobile app and ato apply for UK settled status after . Worth a follow.
 
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9959208965301514}]"
179455653,2018-12-01T10:35:55.000Z,The latest The Bannerbridge Security Gazette!Thanks to @exxonmobil_sg @SeagullSci @PocketHRMS,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.6486335396766663}]"
1044480492685398016,2018-12-01T07:56:33.000Z,"“The software failed to facially recognize 28 members of Congress with a higher failure rate towards people of color.”



",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997636675834656}]"
15221598,2018-12-01T04:07:00.000Z, tech catches traveler with fake papers.(Futurism),NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9965953230857849}]"
264340308,2018-12-01T02:08:30.000Z,You can run but you can’t hide.No seriously.Ainis going to useto make sure competitors aren’t cheating and having someone run for them or take shortcuts.@runnersworld ,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.5920098423957825}]"
3959010562,2018-12-01T01:54:01.000Z,Facial surveillance other school security upgrades raise eyebrows in New York,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7963104844093323}]"
2741661968,2018-12-02T23:56:26.000Z,Lawmakers say Amazon's facial recognition software may be racially biased and harm free expression - TechCrunch,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994626641273499}]"
15135567,2018-12-02T22:00:00.000Z,"Amazonsoftware may be racially biased
 
 ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9976004958152771}]"
50636347,2018-12-02T20:49:01.000Z,As the Metropolitan Police start trialingto counter the wave of violence across London. @BillMew calls for judicial supervision &amp; oversight to ensure ethical and appropriate use and further development to improve effectiveness,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.765110433101654}]"
1032363507700756480,2018-12-02T17:04:33.000Z,DZone:CEO Andrew Jassy believes that the benefits of facial recognition software will outweigh the dangers. What do you think?,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.954756498336792}]"
14782935,2018-12-02T17:01:40.000Z, CEO Andrew Jassy believes that the benefits of facial recognition software will outweigh the dangers. What do you think?,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.8967159390449524}]"
132232120,2018-12-02T16:46:00.000Z,Lawmakers say ’ssoftware may be racially biased and harm free expression ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9988092184066772}]"
1032363507700756480,2018-12-02T16:04:04.000Z,DZone:CEO Andrew Jassy believes that the benefits of facial recognition software will outweigh the benefits. What do you think?,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9987332224845886}]"
365877674,2018-12-02T15:30:00.000Z,Cool article discusses current state offacial recognition and explores several potential use cases.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999137282371521}]"
72665057,2018-12-02T13:57:36.000Z,The dangers inherent in this plan scream out to anyone looking at it &amp; with any comprehension of the dangers inherent in what at this point is a totally unregulated &amp; sorely under-managed technology w/nothing other than profit as the guiding force.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997887015342712}]"
836272957,2018-12-02T13:12:03.000Z,Why Amazon’s facial recognition system should worry you:,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989880919456482}]"
26478168,2018-12-02T11:33:47.000Z,A great example showing howtechnology helpsidentify bad actors every single day!Vigilant Solutions. ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9823498725891113}]"
51276630,2018-12-02T10:02:27.000Z,How biased is facial recognition software?,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997020363807678}]"
3044533167,2018-12-02T09:29:52.000Z,"_Fifth_Industrial_Revolution is almost here: the brain activity is recorded and the images are digitally recreated using machine learning algorithms! Fascinating right? 
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9301508069038391}]"
205117304,2018-12-02T08:03:35.000Z,"AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_ian deepmindai…",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7527745366096497}]"
205117304,2018-12-02T08:03:33.000Z,"Brain waves can help reconstruct mental images using EEG data
by UTSC |



Cc: Vilynx UTSC DigitalTrends MikeQuindazzi",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9723621606826782}]"
62952341,2018-12-02T08:02:27.000Z,"Ronald_vanLoon: AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_ian deepmindai … ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.5284767150878906}]"
62952341,2018-12-02T08:02:24.000Z,"Ronald_vanLoon: Brain waves can help reconstruct mental images using EEG data
by UTSC |



Cc: Vilynx UTSC DigitalTrends MikeQuindazzi",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9788016080856323}]"
1536562052,2018-12-02T07:09:11.000Z,"RT Ronald_vanLoon ""AIY Projects: DIYfor Makers - The Vision Kit
by googledevs |



Cc: goodfellow_ian deepmindai … ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7201471328735352}]"
555031989,2018-12-02T07:01:00.000Z,"AIY Projects: DIYfor Makers - The Vision Kit
by @googledevs |



Cc: @goodfellow_ian @deepmindai",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.974230170249939}]"
15221598,2018-12-02T06:00:02.000Z,Eight lawmakers demand answers from @Amazon ontech.(NBC News),POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9722317457199097}]"
1536562052,2018-12-02T04:34:12.000Z,"RT Ronald_vanLoon ""Brain waves can help reconstruct mental images using EEG data
by UTSC |



Cc: Vilynx UTSC DigitalTrends MikeQuindazzi",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9839164614677429}]"
555031989,2018-12-02T04:04:00.000Z,"Brain waves can help reconstruct mental images using EEG data
by @UTSC |



Cc: @Vilynx @UTSC @DigitalTrends @MikeQuindazzi",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9700657725334167}]"
51276630,2018-12-03T22:36:19.000Z,Is facial recognition biased?,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994127750396729}]"
273578096,2018-12-03T21:01:01.000Z,’s Growing Adoption SpursConcerns ,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.526833713054657}]"
711968514303729665,2018-12-03T18:49:42.000Z,"Who is behind that beard? 

Historians are using facial recognition software to identify people in Civil War photographs! Take a read &gt;

",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9957787990570068}]"
108286674,2018-12-03T18:45:03.000Z,"Who is behind that beard? 

Historians are using facial recognition software to identify people in Civil War photographs! Take a read &gt;

",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9957787990570068}]"
50636347,2018-12-03T18:05:17.000Z,As Shutdown Looms House Votes to Empower Federal CIO Improve Agency Services. And lawmakers have some questions about @Amazon’ssoftwarevia @Nextgov,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9883452653884888}]"
22959490,2018-12-03T17:49:17.000Z,"Facial-recognition technology has made it's way to Atlanta! Excited to see how this changes the boarding experience.

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9992807507514954}]"
109120275,2018-12-03T17:45:17.000Z,Eight lawmakers demand answers from Amazon on facial recognition techvia @Amazon @nbcnews,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9910263419151306}]"
2250335215,2018-12-03T16:50:21.000Z,"Designed to add more visibility to visitors on-site Facial Recognition has been deployed by a diverse range of industry clients enhancing workplace safety and security. 

Read More:

 Management",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9814354181289673}]"
808715,2018-12-03T16:48:33.000Z,"Coolproject. 
Also a warning: Death will not rescue from . ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9994800686836243}]"
739446938769207296,2018-12-03T16:37:20.000Z,"
We agree with Mr Younger (MI6) in relation to the need for ""fourth-generation espionage"" fusing human skills with technical innovation",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9965837001800537}]"
328923580,2018-12-03T16:10:15.000Z,Facial recognition software is expected to impact restaurants allowing them to remember guests and create more personalised experiences,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9249138832092285}]"
26478168,2018-12-03T15:54:03.000Z, algorithms are much better than they were a few years ago thanks to dedicated developers and regular participation intesting!Vigilant Solutions. ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990198612213135}]"
1027897068864643072,2018-12-03T15:30:13.000Z,"may be racially biased



",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9969723224639893}]"
373452675,2018-12-03T15:18:59.000Z,@ICOnews has launched an official investigation into the use ofby the UKforce.,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.8314870595932007}]"
2676480805,2018-12-03T15:16:44.000Z,In her latest article for The @ConversationEDU @lizjcampbell from @MonashLawSchool discusses why regulating facial recognition technology is so problematic - and necessary at the same time.,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9754303097724915}]"
3959010562,2018-12-03T15:06:13.000Z,Facial surveillance other school security upgrades raise eyebrows in New York,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.7963104844093323}]"
516642056,2018-12-03T13:43:32.000Z,"""It’s time for Facebook’s workers to speak out. Past time really. But now would be better than never.""",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9907402992248535}]"
867752372885483520,2018-12-03T13:09:41.000Z,New NIST report has been published! We are happy to let you know that Ultinous has the 2nd fastest template creation algorithm (transforming pictures into feature vectors) and the 6th highest accuracy in non-cooperative face recognition!,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9990559220314026}]"
485604363,2018-12-03T12:23:31.000Z,"Welcome to the airport of the future where your face is your passport
 
 recognition isn't just for the iPhone X -- it's revolutionising airportand making long queues and passports a thing of the past. 

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9817864298820496}]"
17463660,2018-12-03T12:05:04.000Z,"This beautiful $300 security camera can recognize faces and keep track of your kids — and it's backed by some of the biggest names in tech

",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9997541308403015}]"
917347735,2018-12-03T12:01:00.000Z,"An Amazon patent application sheds light on a way to monitor neighborhoods with a doorbell camera that could flag suspicious activities and people.
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9867811799049377}]"
131820370,2018-12-03T11:35:04.000Z, to teston lampposts stoking privacy fears ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9836070537567139}]"
205117304,2018-12-03T11:08:17.000Z,"RT Ronald_vanLoon: Brain waves can help reconstruct mental images using EEG data
by UTSC |



Cc: Vilynx UTSC DigitalTrends MikeQuindazzi",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.981619119644165}]"
280491898,2018-12-03T10:01:05.000Z,The use ofraises three fundamental questions: Does it work is it ethical and is it legal? | @TashaBernal @Telegraph,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9722099900245667}]"
860108034152034305,2018-12-03T07:55:03.000Z,"How automatedaidsby boosting its capability
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.8295369744300842}]"
355761546,2018-12-03T07:32:10.000Z,When AI and GDPR collides: ICO launches inquiry into facial recognition technology,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.9872188568115234}]"
