author_id,created_at,text
14352556,2019-07-01T23:12:00.000Z,"Before you pick up a loaf of bread a high-tech system may compare your face to images of crime suspects.
 "
1086170471811481600,2019-07-01T23:08:08.000Z,Second US City Passes Ban on Facial-Recognition Tech@pcmag
240473635,2019-07-01T22:55:02.000Z,"Move overnow it's
 Door foronly (not their) "
35203319,2019-07-01T22:06:00.000Z,San Francisco Banned Facial Recognition. Will California Follow?@JillCowan 
125436708,2019-07-01T22:01:01.000Z,"Before you pick up a loaf of bread a high-tech system may compare your face to images of crime suspects.
 "
15785718,2019-07-01T21:48:00.000Z,NewConfirms Frequent Flyers Embraceby @PRNewswire 
111050337,2019-07-01T21:34:00.000Z,"Boston suburb bans facial recognition software

"
2356982959,2019-07-01T21:22:45.000Z,New survey finds 43% supporttechnology in
518238327,2019-07-01T21:20:25.000Z,New survey finds 43% supporttechnology in
3024748391,2019-07-01T21:17:27.000Z,The future is now. Facial recognition as a form of payment is already deployed in China. Do you think humans value convenience over privacy?
19742059,2019-07-01T21:12:03.000Z,Program Is Building A Dystopic Future ForAndPeople
124531391,2019-07-01T21:09:01.000Z,As local legislators debatesome agencies - such as the Pittsburgh Bureau of Police - restrict it with their own policies first
106426946,2019-07-01T21:04:09.000Z,"The misgendering problem: ""over the last three decades ofresearchers used a binary construct of gender over 90% of the time and understood gender to be a solely physiological construct over 80% of the time"""
357654012,2019-07-01T20:50:46.000Z,Very Impressed By The Three Young Black Students Who Represented Their School At The Youth Debate OnAndAtThis Afternoon.
336827971,2019-07-01T20:43:48.000Z,Wow! Tech just keeps advancing
2918996887,2019-07-01T20:35:02.000Z, in marketing and retail has incredible possibilities. This video is one example. Thanks for the share @DennisCGarcia! 
867822720821710849,2019-07-01T20:33:00.000Z,With public acceptance ofgrowing more airports are rolling out thisto streamline processes and efficiently validate passengers’ identities. @biometricupdate provides details:
16228337,2019-07-01T20:33:00.000Z,"""Somerville Mass. on Thursday became 2nd US city to ban its local gov from using ... Law enforcement will not be allowed to use data...as evidence in any proceeding &amp; city residents [can] take action if officials violate the order:""

"
17559092,2019-07-01T20:06:01.000Z,"The war on- Use ofand other biometric technologies draws the ire of privacy advocates lawmakers:
"
240416188,2019-07-01T19:50:24.000Z,Sure why not .... It is not as if there are accuracy issues with the technology!
15391685,2019-07-01T19:44:02.000Z,A new survey of frequent flyers out today confirms that the aviation industry's most loyal customers feel overwhelmingly positive about the use of . 
91109381,2019-07-01T19:35:04.000Z,"CyberExtruder's Facial Recognition Software Aureus 3D is:

1 Fast
2. Accurate
3. Scalable

Read more here:

"
405658492,2019-07-01T19:21:57.000Z,"City Council ofbanstechnology-.

"
29254967,2019-07-01T19:04:30.000Z,"New in :Executive Director @DonHeider quoted infeature: ""Taser Maker Says It Won't Usein Bodycams.""via @WIRED@scunews 
@IEthics @jdibble8 "
105918870,2019-07-01T19:02:00.000Z,"Are any of these faces real? How to detect deep fakes. 



 "
16228337,2019-07-01T19:01:00.000Z,"""The federal government's privacy watchdog [@PCLOB_GOV] this week said it will examine the use oftechnology at U.S. airports:""

"
22194854,2019-07-01T18:50:09.000Z,"A 2nd US city has banned . 

Somerville which neighbors Cambridge Massachusetts just joined San Francisco in banning the use of facial recognition.

 
 via @vice"
23228842,2019-07-01T18:47:31.000Z,Hey @BootsUK what's with the facial recognition screens when you enter your Newcastle branch? I look up and a blue square zoomed in around my face. Are these images being stored? 
480850956,2019-07-01T18:43:36.000Z,Somerville Massachusetts is joining San Francisco which last month also outlawedsystems for local government use. 
718804592973053952,2019-07-01T18:43:04.000Z,"This Is Exactly What Privacy Experts Said Would Happen.
CBP’s trove of biometric data is catnip for bad actors.

via @TheAtlantic @sidneyfussell"
15664534,2019-07-01T18:42:49.000Z,@MissDeNovo Look familiar?divertingandviatactics@sagaftra
174451720,2019-07-01T18:36:42.000Z,Tech and Society :Exec on Hidden Camera Universal&amp; More!@TimCast @Project_Veritas curated by @TheSociable editor @TimHinchliffe
15664534,2019-07-01T18:32:31.000Z,@TheDemCoalition @AOC Look familiar???’s@sagaftra 
124531391,2019-07-01T18:30:38.000Z,As local legislators debatesome agencies - such as the Pittsburgh Bureau of Police - restrict it with their own policies first
986019714034995202,2019-07-01T18:27:49.000Z,"Casinos Using AI and Facial Recognition to Track High Rollers 
"
800735177815179265,2019-07-01T18:27:20.000Z,Face-Reading AI Will Tell Police When Suspects Are Hiding Truth:
