author_id,created_at,text
16476911,2018-04-01T23:00:08.000Z, technology 'could prevent future terror attacks' - 
4159048754,2018-04-01T22:18:01.000Z,Anti-surveillance apparel hides face from facial recognition softwareInundate the algorithm with what it wants: love it
16476911,2018-04-01T21:58:37.000Z,Madison Square Garden Has Been Secretly Scanning Fans With- 
296728882,2018-04-01T18:30:25.000Z,It’s inevitable thatcrowd analytics and liveare going to makesafer for all. Not only can they combat hooliganismand evenbut the same system can even deliverticketing.
2582922301,2018-04-01T17:27:45.000Z,10 Customer Experience Implementations Of Artificial Intelligence !
834016987479212033,2018-04-01T16:15:53.000Z,"RT martynjcrook: WhatNeed to Know About 

"
56572234,2018-04-01T16:11:22.000Z,@dcharney I’m just wondering where this tech will lead to. Monitoring citizens movement at scale? E.g. which hotels did you visit which conferences which shopping malls which banks... you get the drift!
2906419549,2018-04-01T16:11:00.000Z,ManyAre Still on the Fence with
2571340243,2018-04-01T16:04:22.000Z,A great chance to learn how to increase your privacy for facial recognition technology!@momaps1 
203824292,2018-04-01T15:00:28.000Z,China’s Face-Scanning Craze - The Atlantic
980335832,2018-04-01T14:53:12.000Z, mIdentify .com -technology forapplications.
16476783,2018-04-01T14:46:33.000Z,. @PGEddington @pye&amp;is watching you 
2434131467,2018-04-01T12:30:22.000Z,"WhatNeed to Know About 

"
138526255,2018-04-01T10:31:55.000Z,"@AskSaraNoel What EntrepreneursAboutTechnology
 via entrepreneur "
77205186,2018-04-01T07:55:04.000Z,"WhatNeed to Know About 

"
297397741,2018-04-01T07:00:04.000Z,"Biometrics beatbut cling to an old and risky concept

"
20269476,2018-04-01T03:32:42.000Z,Brilliant! Alipay and Alibaba integrated with facial recognition and payments.
44663631,2018-04-01T03:03:58.000Z,Visualtechnology to shine in 2018 China leads in- Global Times
44663631,2018-04-01T01:06:16.000Z,What Entrepreneurs Need to Know AboutTechnology - Connecticut Post
106287256,2018-04-02T23:30:05.000Z,".@StoneLock_ providessecurity to @DanaFarber 

"
707307657271574528,2018-04-02T22:28:18.000Z,Facial recognition technology can now text jaywalkers a fine
15103213,2018-04-02T22:02:00.000Z,How Coders Are Fighting Bias inSoftware 
15785718,2018-04-02T21:49:08.000Z,moves from smartphones to the boardroom via @computerworld @lucasmearian 
967541386517020674,2018-04-02T21:41:49.000Z,This story sounds like similar to store employees may have been reporting inaccurate customer related problems/incidents to shared database(s) which may be used by many stores/businesses for security reasons.
1536103471,2018-04-02T21:11:41.000Z,"While you're browsing in athe shop is browsing you 

@smh 


"
595479894,2018-04-02T20:30:25.000Z,"[] 
If You Jaywalk in China Facial Recognition Means You'll Walk Away With A Fine 
 via @FuturismIf You 


"
2356982959,2018-04-02T20:08:19.000Z,Secure Planet releases real-timesolution 
518238327,2018-04-02T20:05:08.000Z,Secure Planet releases real-timesolution 
242231465,2018-04-02T19:51:00.000Z,How coders are fighting bias insoftware
15785718,2018-04-02T19:04:01.000Z,For stadiums theme parks or airports you need to move the crowd efficiently and safely.NeoFace Express provides a frictionless and secure way to get people in their seats to enjoy the game roller coaster or plane ride.
