author_id,created_at,text
720344738675564544,2019-06-01T23:38:34.000Z,"Facial Recognition: The implications are global.

Face ID: Your face is your password 

@PrivacyPrivee"
2586135432,2019-06-01T21:42:22.000Z,As Lockport School District in NY continues with their plan to pilotfor@futureofprivacy's @BrendaKLeong weighs in on whether schools should be using facial recognition:
85410195,2019-06-01T21:18:58.000Z,"Paying for your shopping within 
by @MikeQuindazzi |

"
2906580072,2019-06-01T20:40:03.000Z,Does San Francisco's Ban onMean You Should Run From Face-Based(@Jumio)
19895837,2019-06-01T20:37:09.000Z,Whaaaaat? @leoniehaimson I thought NY State parents would be up in arms!?@NYSEDNews 
16119487,2019-06-01T20:20:02.000Z, police have been usingfor over a year. San Francisco just banned it.
926472937745604608,2019-06-01T20:06:03.000Z,"Did you hear about 's recent ban on the use ofbyagencies? Take a look at ourpost on the subject. 
 "
40028364,2019-06-01T19:56:44.000Z,The Creeping threat of :
828325230925979651,2019-06-01T19:10:02.000Z,"Isa ? The @ACLU thinks so: 

"
468732172,2019-06-01T19:08:35.000Z,Thread -
326229600,2019-06-01T19:02:13.000Z,"Tokyo-Based""Vaak"" Has developed anSoftware that can detect shoplifting before it occurs.

 By @mashable 



Cc: @kuriharan @mvollmer1 @gvalan @gerald_bader @LoomiAssistant "
1379292876,2019-06-01T18:20:20.000Z,In 2006 I wrote a paper on- about how the border becomes carried by the body.technology twins immigration control with policing of women’s bodies. It will drive the most vulnerable to the riskiest spaces. 
436851822,2019-06-01T18:00:01.000Z,.@FaceFirstInc will appear at D&amp;D Daily's 'Live in Anaheim' at| Learn how they're putting an end to ORC:@NRFPROTECT
437028577,2019-06-01T17:53:04.000Z,DE­SPITE mak­ing the world’s most pop­u­lar smart­phone op­er­at­ing sys­tem Google re­ally has strug­gled to make an im­pact with its de­vices.
851410313580761090,2019-06-01T17:04:01.000Z,Besides addressingconcerns what are the other reasons to bantechnology in San Francisco? 
701609524038389764,2019-06-01T16:59:59.000Z,These past &amp; present chronicles of injustice highlight howsystems can disproportionately harm ppl already historically subject 2 profiling &amp; abuse inclPOC political activists &amp; the formerly incarcerated. 
