author_id,created_at,text,score,bert
30833130,2019-01-01T17:57:56.000Z," &amp;Discuss Sale ofWithDiplomatic Source Says
In the talks Israel has not limited the use of its drones. In exchange for help with domestic securityhopeswill move embassy to .
 ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9778962135314941}]"
30833130,2019-01-01T17:57:24.000Z,"@SecPompeo @jairbolsonaro&amp;Discuss Sale ofWithDiplomatic Source Says
In the talks Israel has not limited the use of its drones. In exchange for help with domestic securityhopeswill move embassy to .
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9537652730941772}]"
968981132816478208,2019-01-01T17:00:10.000Z,Turn off Facebook's facial recognition feature in 5 easy steps:|,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9945843815803528}]"
15221598,2019-01-01T15:14:24.000Z,Microsoft calls for regulation ofsaying it's too risky to leave to tech industry alone.(Washington Post),NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9841092228889465}]"
135440751,2019-01-01T15:02:22.000Z,"The tops &amp;bottoms ofaccording to@verge report cards in 2018

",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9700720906257629}]"
1055454672050364416,2019-01-01T12:56:30.000Z,"wow!!! that's something really very awesome!!!!😍👏👏👏
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9998703002929688}]"
167359486,2019-01-01T12:30:00.000Z,2018 saw many first's when it came to the use ofand nowhave won a legal battle over the use of . ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.5526537299156189}]"
2867697950,2019-01-01T10:24:02.000Z,"Happy new year we wish you all the best and to know your clients betterthrough BACE API.
Join us in2019
👉 
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9836087822914124}]"
50636347,2019-01-01T09:05:16.000Z,'@Google wins dismissal oflawsuit overact - @verge,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9900206327438354}]"
2879313798,2019-01-01T08:30:06.000Z,Top 10 Event Technology Trends for 2019. Read Here:,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9920089244842529}]"
151381533,2019-01-01T08:24:06.000Z,"Popsugar Twinning App Was a Privacy Disaster Waiting to Happen
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9995611310005188}]"
19915991,2019-01-01T08:10:28.000Z," to Spark Lively Debate in 2019
 ",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.999675989151001}]"
758678,2019-01-01T07:45:01.000Z, PiP Facial Recognition Technology Helps Find Lost Pets,POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.983191192150116}]"
816273673162289152,2019-01-01T03:59:06.000Z,"MikeQuindazzi:leverages ""social scores"" to reward and or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9817214012145996}]"
967541386517020674,2019-01-01T02:48:23.000Z,"Happy New Year from Japan!

In 2019 I’m determined to do more education &amp; outreach in our society related seriousissues created bynot just in Japan/USA but in the world before too late &amp; damages more human lives safety economy.",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9482925534248352}]"
298704683,2019-01-01T02:03:02.000Z,"The Dangers ofin 2019 



 ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9810638427734375}]"
83588783,2019-01-01T02:00:33.000Z,Celebrities are usingfor security at their events to keep threats away. More from @nytimes here: ,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9755143523216248}]"
816273673162289152,2019-01-01T01:12:24.000Z,"MikeQuindazzi:leverages ""social scores"" to reward and or punish citizens &gt;&gt;&gt; MikeQuindazzi &gt;&gt;&gt;",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9817214012145996}]"
252882579,2019-01-01T01:10:03.000Z,This Napoleonic Soldier Survived For Two Months With Horrific Facial Wound Following 1812 Battle,NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9684685468673706}]"
28374767,2019-01-01T01:07:51.000Z,"Also your DNA... 
Don't give up your info so easily people.
All of these will be weaponized against us.
 
 ",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9776129126548767}]"
259480899,2019-01-02T22:58:12.000Z,Here we goThis is inventive but also arguably an example of over engineering tech solutions. Are we using anpowered hammer to crack a walnut?,NEGATIVE,"[{'label': 'POSITIVE', 'score': 0.9788106679916382}]"
374558743,2019-01-02T21:52:32.000Z,"Face it - you need to know when a suspected cheater or high roller enters your casino. Its time to integrateinto your surveillance system.

 ",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9988623857498169}]"
1066392391987412995,2019-01-02T21:41:40.000Z,CfP for Big Data &amp; AI Conference is now open. Presentations onare welcome. Complete the CfP at ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9983686804771423}]"
205117304,2019-01-02T21:13:23.000Z,"RT Ronald_vanLoon: Understand these 5 basic concepts to sound like aexpert 
 by TDataScience aaronedell |

Read more at 



cc: randal_olson …",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9744271039962769}]"
82544902,2019-01-02T20:54:56.000Z,"Bad news:againstover itstechnology is dismissed. Apparently ""Face templates are created automatically when Google's users uploaded photos to their Google Photos cloud storage service"" (w/o user consent)",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9997028708457947}]"
819861340294524928,2019-01-02T20:40:33.000Z," turns toto combat public housing abuses @SCMPNews 
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.8452391624450684}]"
2848442307,2019-01-02T19:45:39.000Z,"One of the main problems – besides the obvious privacy violations and smashing the 4th amendment to smithereens – is thathas been abysmal so far
",NEGATIVE,"[{'label': 'NEGATIVE', 'score': 0.9989921450614929}]"
97043520,2019-01-02T18:52:49.000Z,Beijing uses face-detecting smart locks to curb public housing abusesvia @engadget,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9826938509941101}]"
717063517904306176,2019-01-02T18:46:35.000Z,capabilities to augment password access- fingerprint -- recommend use of- ,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9544732570648193}]"
771932239278010373,2019-01-02T18:40:00.000Z,"The software will be capable of recognizing tenants and that’s not all.
",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9682552218437195}]"
745415412838457344,2019-01-02T17:19:00.000Z,In this short video @thoughtworksdeveloper Angelica Perez overviews how they createdfor @RIOTAIfilm 's emotionally responsive,POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994387030601501}]"
157075236,2019-01-02T16:32:58.000Z,"TODAY: Welcome To The Machine 2.0 +
",POSITIVE,"[{'label': 'POSITIVE', 'score': 0.9994795918464661}]"
108404527,2019-01-02T16:32:17.000Z,"R U talking 2 Me? :How does the Brain 🧠 Learn by Talking to Itself? . : mimicking natural intelligence
by @UNIGEnews",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9896252751350403}]"
913128578081947649,2019-01-02T15:58:57.000Z,"""Tech companies may now be more free to use facial recognition technology without your consent.""",POSITIVE,"[{'label': 'NEGATIVE', 'score': 0.9981241822242737}]"
